PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TX,12420,"Austin-Round Rock, TX",13-1111,Management Analysts,detailed,3840,9.2,3.736,0.79,41.87,87100,3.5,24.61,31.1,39.46,47.84,60.18,51180,64690,82080,99510,125170,,
TX,12420,"Austin-Round Rock, TX",13-1121,"Meeting, Convention, and Event Planners",detailed,1140,8.6,1.105,1.45,28.36,58990,4.8,15.75,18.78,24.64,31.23,42.14,32760,39060,51250,64960,87650,,
TX,12420,"Austin-Round Rock, TX",13-1131,Fundraisers,detailed,570,11.1,0.551,1.05,28.34,58940,4.2,16.89,20.17,26.67,33.2,40.88,35140,41960,55470,69060,85030,,
TX,12420,"Austin-Round Rock, TX",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,790,9.5,0.767,1.33,29.39,61130,5.6,18.87,20.96,25.29,36.03,44.85,39250,43590,52590,74950,93280,,
TX,12420,"Austin-Round Rock, TX",13-1151,Training and Development Specialists,detailed,2350,6.8,2.282,1.13,29.38,61110,1.3,17.91,22.2,27.83,34.74,43.48,37250,46170,57880,72250,90450,,
TX,12420,"Austin-Round Rock, TX",13-1161,Market Research Analysts and Marketing Specialists,detailed,5370,14.3,5.225,1.19,39.1,81320,2.2,21.03,27.03,35.4,47.89,62.24,43740,56220,73640,99600,129460,,
TX,12420,"Austin-Round Rock, TX",13-1199,"Business Operations Specialists, All Other",detailed,10700,4.1,10.4,1.42,39.54,82240,3.8,19.59,25.46,34.43,45.74,63.54,40750,52960,71600,95140,132170,,
TX,12420,"Austin-Round Rock, TX",13-2011,Accountants and Auditors,detailed,11560,5.3,11.243,1.29,35.48,73810,3.1,20.6,25.43,32.5,41.75,51.19,42850,52880,67600,86850,106470,,
TX,12420,"Austin-Round Rock, TX",13-2021,Appraisers and Assessors of Real Estate,detailed,290,15.9,0.285,0.71,25.92,53910,4.8,18.25,20.98,24.35,29.97,36.13,37960,43630,50640,62340,75140,,
TX,12420,"Austin-Round Rock, TX",13-2031,Budget Analysts,detailed,620,5.1,0.602,1.65,33.33,69320,1.9,23.86,27.58,31.97,37.67,44.11,49630,57370,66500,78340,91760,,
TX,12420,"Austin-Round Rock, TX",13-2041,Credit Analysts,detailed,690,26.7,0.673,1.3,34.77,72320,4.7,21.11,25.96,30.31,38.44,54.89,43920,53990,63040,79960,114170,,
TX,12420,"Austin-Round Rock, TX",13-2051,Financial Analysts,detailed,2660,12.2,2.586,1.22,43.58,90640,4.7,25.16,30.15,38.54,48.74,71.89,52340,62720,80160,101380,149540,,
TX,12420,"Austin-Round Rock, TX",13-2052,Personal Financial Advisors,detailed,850,27.2,0.825,0.6,49.43,102820,10.6,18.67,27.06,40.17,64.75,92.82,38820,56290,83560,134680,193060,,
TX,12420,"Austin-Round Rock, TX",13-2053,Insurance Underwriters,detailed,860,14,0.84,1.27,36.17,75230,4.3,21.21,25.78,32.1,43.1,62.04,44110,53630,66770,89640,129050,,
TX,12420,"Austin-Round Rock, TX",13-2061,Financial Examiners,detailed,680,42.3,0.657,1.62,36.12,75130,2.4,21.16,25.49,34.61,44.48,53.22,44020,53010,71990,92520,110700,,
TX,12420,"Austin-Round Rock, TX",13-2071,Credit Counselors,detailed,160,17.7,0.159,0.64,23.77,49440,11.7,13.53,16.03,19,25.94,46.5,28130,33330,39510,53950,96730,,
TX,12420,"Austin-Round Rock, TX",13-2072,Loan Officers,detailed,1200,14.8,1.165,0.55,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,2240,0.3,2.18,5.78,21.92,45590,2.5,16.24,18.1,20.79,24.51,27.64,33790,37650,43240,50980,57480,,
TX,12420,"Austin-Round Rock, TX",13-2082,Tax Preparers,detailed,460,34.1,0.449,0.95,21.73,45190,4.4,15.49,19.37,21.69,24.05,29.02,32220,40290,45120,50020,60360,,
TX,12420,"Austin-Round Rock, TX",13-2099,"Financial Specialists, All Other",detailed,**,**,**,**,35.92,74720,7.2,22.03,25.88,31.3,38.4,50.27,45820,53820,65110,79860,104560,,
TX,12420,"Austin-Round Rock, TX",15-0000,Computer and Mathematical Occupations,major,61460,4.3,59.756,1.97,44.22,91970,1.4,22.03,30.28,42.03,56.58,71.4,45820,62990,87420,117680,148520,,
TX,12420,"Austin-Round Rock, TX",15-1111,Computer and Information Research Scientists,detailed,550,29.9,0.535,2.58,55.76,115970,4.1,36.78,45.18,55.06,64.49,80.05,76490,93980,114530,134140,166510,,
TX,12420,"Austin-Round Rock, TX",15-1121,Computer Systems Analysts,detailed,9120,8.2,8.871,2.18,43.89,91280,4.3,26.61,32.27,39.75,50.5,68.13,55340,67130,82670,105040,141710,,
TX,12420,"Austin-Round Rock, TX",15-1122,Information Security Analysts,detailed,880,15.3,0.851,1.14,54.34,113040,3.4,31.68,39.98,52.57,64.63,78.84,65900,83170,109350,134420,163980,,
TX,12420,"Austin-Round Rock, TX",15-1131,Computer Programmers,detailed,3160,12.5,3.071,1.93,41.04,85360,3.5,22.52,30.47,40.18,50.89,61.1,46840,63390,83580,105860,127080,,
TX,12420,"Austin-Round Rock, TX",15-1132,"Software Developers, Applications",detailed,13520,8.3,13.141,2.11,51.94,108040,1.4,33.06,40.47,51.33,62.47,74.78,68770,84180,106760,129940,155540,,
TX,12420,"Austin-Round Rock, TX",15-1133,"Software Developers, Systems Software",detailed,7640,20.1,7.429,2.65,53.94,112180,2.1,30.19,40.63,53.62,67.3,79.59,62800,84510,111520,139980,165540,,
TX,12420,"Austin-Round Rock, TX",15-1134,Web Developers,detailed,1670,16.9,1.623,1.85,38.04,79130,3.5,19.22,26.18,35.73,49.56,62.86,39980,54450,74320,103080,130750,,
TX,12420,"Austin-Round Rock, TX",15-1141,Database Administrators,detailed,1770,10.4,1.723,2.27,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",15-1142,Network and Computer Systems Administrators,detailed,5070,15.3,4.933,1.95,43.85,91200,2.1,25.96,31.42,41.31,53.33,69.76,54000,65340,85930,110930,145100,,
TX,12420,"Austin-Round Rock, TX",15-1143,Computer Network Architects,detailed,1980,10.1,1.925,1.82,59.23,123200,3.8,33.62,42.43,59.28,73.11,82.17,69920,88250,123310,152080,170920,,
TX,12420,"Austin-Round Rock, TX",15-1151,Computer User Support Specialists,detailed,8030,7.6,7.812,1.79,24.54,51040,1.8,15.26,17.57,22.46,29.07,37.61,31730,36540,46720,60460,78220,,
TX,12420,"Austin-Round Rock, TX",15-1152,Computer Network Support Specialists,detailed,2310,10.1,2.247,1.79,31,64490,3.1,19.34,22.93,29.15,37.07,46.54,40230,47690,60640,77100,96810,,
TX,12420,"Austin-Round Rock, TX",15-1199,"Computer Occupations, All Other",detailed,3950,7.2,3.839,1.46,41.27,85830,4.9,25.48,29.8,39.88,51.88,61.28,52990,61980,82950,107910,127450,,
TX,12420,"Austin-Round Rock, TX",15-2011,Actuaries,detailed,250,38.1,0.245,1.71,45.74,95140,2,27.01,32.06,42.02,58.51,72.71,56190,66690,87400,121700,151230,,
TX,12420,"Austin-Round Rock, TX",15-2031,Operations Research Analysts,detailed,1180,15.6,1.151,1.6,37.07,77100,2.5,21.14,26.34,35.08,45.8,55.88,43960,54780,72970,95270,116240,,
TX,12420,"Austin-Round Rock, TX",15-2041,Statisticians,detailed,270,20.4,0.263,0.95,40.95,85170,5.2,20.19,26.33,36.47,53.19,72.41,42000,54770,75850,110640,150620,,
TX,12420,"Austin-Round Rock, TX",17-0000,Architecture and Engineering Occupations,major,27080,8.7,26.332,1.49,44.61,92780,2,22.04,29.66,40.12,55.09,73.73,45840,61700,83460,114580,153350,,
TX,12420,"Austin-Round Rock, TX",17-1011,"Architects, Except Landscape and Naval",detailed,1180,16.5,1.15,1.59,48.31,100490,12.4,25.73,30.57,42.64,52.05,65.39,53530,63600,88700,108260,136010,,
TX,12420,"Austin-Round Rock, TX",17-1012,Landscape Architects,detailed,**,**,**,**,36.22,75330,6.1,21.45,27.65,35.85,45.23,51.86,44620,57500,74570,94090,107880,,
TX,12420,"Austin-Round Rock, TX",17-1021,Cartographers and Photogrammetrists,detailed,90,23.2,0.084,1.1,29.55,61470,4.1,16.81,20.7,27.55,36.4,46.73,34960,43060,57310,75710,97200,,
TX,12420,"Austin-Round Rock, TX",17-1022,Surveyors,detailed,380,16.1,0.365,1.16,30.18,62770,5.8,16.02,20.89,27.54,39.19,47.89,33330,43450,57270,81510,99610,,
TX,12420,"Austin-Round Rock, TX",17-2011,Aerospace Engineers,detailed,**,**,**,**,56.08,116650,4.7,33.46,43.93,57,69.96,78.72,69600,91380,118560,145510,163750,,
TX,12420,"Austin-Round Rock, TX",17-2031,Biomedical Engineers,detailed,110,16.1,0.11,0.84,46.02,95720,4.9,27.77,35.74,46.04,55.77,62.77,57760,74330,95750,115990,130550,,
TX,12420,"Austin-Round Rock, TX",17-2041,Chemical Engineers,detailed,390,44.6,0.38,1.72,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",17-2051,Civil Engineers,detailed,3680,18.4,3.576,1.69,46.89,97530,3.1,27.13,34.22,43.96,55.78,75.8,56430,71180,91440,116030,157660,,
TX,12420,"Austin-Round Rock, TX",17-2061,Computer Hardware Engineers,detailed,400,18.9,0.387,0.92,64.33,133800,5.6,40.44,49.84,61.12,75.07,92.36,84120,103670,127130,156150,192120,,
TX,12420,"Austin-Round Rock, TX",17-2071,Electrical Engineers,detailed,2500,20.2,2.433,1.89,54.42,113200,5.4,32.88,41.37,50.4,64.04,83.2,68390,86050,104820,133200,173060,,
TX,12420,"Austin-Round Rock, TX",17-2072,"Electronics Engineers, Except Computer",detailed,3030,21.7,2.949,3.18,61.33,127570,4.1,35.83,45.81,59.92,74.68,89.39,74520,95280,124630,155330,185930,,
TX,12420,"Austin-Round Rock, TX",17-2081,Environmental Engineers,detailed,420,25.5,0.404,1.1,36.02,74920,17.8,20.57,21.97,24.3,37.31,59.86,42780,45690,50550,77600,124500,,
TX,12420,"Austin-Round Rock, TX",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,180,27.5,0.18,0.99,49.79,103560,6.5,25.41,34.65,47.83,61.81,74.35,52860,72070,99490,128570,154650,,
TX,12420,"Austin-Round Rock, TX",17-2112,Industrial Engineers,detailed,1900,17,1.851,0.96,48.83,101570,2.6,31.32,37.9,46.67,58.58,71.95,65150,78820,97060,121850,149650,,
TX,12420,"Austin-Round Rock, TX",17-2131,Materials Engineers,detailed,**,**,**,**,47.59,98980,5.6,28.49,36.21,46.48,58.7,70.78,59260,75320,96680,122100,147220,,
TX,12420,"Austin-Round Rock, TX",17-2141,Mechanical Engineers,detailed,2130,38.5,2.075,0.99,44.77,93130,3.5,30.51,35.09,42.76,51.3,61.43,63460,72980,88940,106710,127780,,
TX,12420,"Austin-Round Rock, TX",17-2171,Petroleum Engineers,detailed,350,32.8,0.343,1.53,79.23,164790,14.3,32.59,51.21,62.72,#,#,67780,106510,130460,#,#,,
TX,12420,"Austin-Round Rock, TX",17-2199,"Engineers, All Other",detailed,1400,19.5,1.366,1.39,55.02,114430,2.6,30.5,38.55,50.75,65.05,84.07,63430,80180,105560,135310,174870,,
TX,12420,"Austin-Round Rock, TX",17-3011,Architectural and Civil Drafters,detailed,1240,14.1,1.204,1.79,27.91,58040,5.7,19.73,21.76,25.26,32.63,43.21,41030,45250,52540,67880,89890,,
TX,12420,"Austin-Round Rock, TX",17-3012,Electrical and Electronics Drafters,detailed,330,18,0.321,1.87,31.56,65640,5.9,20.26,25.13,28.63,34.96,48,42130,52270,59550,72710,99850,,
TX,12420,"Austin-Round Rock, TX",17-3013,Mechanical Drafters,detailed,250,18.3,0.246,0.63,27.55,57310,3.1,17.29,22.33,27.54,32.79,37.75,35970,46440,57290,68210,78530,,
TX,12420,"Austin-Round Rock, TX",17-3019,"Drafters, All Other",detailed,80,28,0.081,0.8,25.27,52570,4.9,16.2,19.18,24,29,34.48,33690,39900,49920,60330,71710,,
TX,12420,"Austin-Round Rock, TX",17-3021,Aerospace Engineering and Operations Technicians,detailed,60,30.8,0.061,0.88,28.59,59470,5.9,19.46,23.57,28.09,33.89,38.62,40480,49030,58430,70490,80330,,
TX,12420,"Austin-Round Rock, TX",17-3022,Civil Engineering Technicians,detailed,1020,7.8,0.989,2.01,26.32,54750,2.2,19.03,21.6,25.61,29.87,34.48,39590,44920,53280,62130,71710,,
TX,12420,"Austin-Round Rock, TX",17-3023,Electrical and Electronics Engineering Technicians,detailed,3080,19.5,2.999,3.42,32.4,67380,1.3,22.37,27.71,33.31,37.25,40.08,46540,57630,69290,77480,83380,,
TX,12420,"Austin-Round Rock, TX",17-3024,Electro-Mechanical Technicians,detailed,40,31.7,0.034,0.37,28.85,60010,9.9,20.86,23.24,26.93,33.05,42.44,43390,48340,56010,68730,88280,,
TX,12420,"Austin-Round Rock, TX",17-3025,Environmental Engineering Technicians,detailed,**,**,**,**,21.68,45080,4.3,14.69,17.85,21.4,24.85,29.36,30560,37140,44510,51680,61070,,
TX,12420,"Austin-Round Rock, TX",17-3026,Industrial Engineering Technicians,detailed,110,22.7,0.111,0.24,27.09,56340,3.4,17.21,20.45,26.65,32.33,37.9,35790,42530,55440,67250,78840,,
TX,12420,"Austin-Round Rock, TX",17-3027,Mechanical Engineering Technicians,detailed,350,46.6,0.343,1.2,31.59,65700,2.8,17.06,22.86,29.81,38.8,48.71,35490,47540,62000,80710,101310,,
TX,12420,"Austin-Round Rock, TX",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,540,20.4,0.527,0.92,26.14,54380,5.7,15.56,17.68,25.4,34.18,39.33,32360,36780,52820,71100,81810,,
TX,12420,"Austin-Round Rock, TX",17-3031,Surveying and Mapping Technicians,detailed,780,11.3,0.761,2.11,19.89,41370,2.8,13.11,16.03,18.94,23.12,28.13,27260,33340,39390,48080,58500,,
TX,12420,"Austin-Round Rock, TX",19-0000,"Life, Physical, and Social Science Occupations",major,8990,7,8.738,1.08,33.16,68980,2.5,17.61,22.56,29.21,38.91,52.72,36640,46910,60750,80920,109660,,
TX,12420,"Austin-Round Rock, TX",19-1012,Food Scientists and Technologists,detailed,**,**,**,**,34.62,72010,3.9,31.94,33.35,35.69,38.04,39.44,66440,69360,74240,79120,82040,,
TX,12420,"Austin-Round Rock, TX",19-1021,Biochemists and Biophysicists,detailed,260,17.1,0.254,1.29,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",19-1022,Microbiologists,detailed,310,1.1,0.3,2.17,22.94,47710,4.1,16.5,19.04,22.25,26.21,30.09,34310,39600,46280,54520,62600,,
TX,12420,"Austin-Round Rock, TX",19-1023,Zoologists and Wildlife Biologists,detailed,**,**,**,**,29.81,62010,12.3,17.28,23.48,28.04,38.47,45.91,35940,48850,58320,80010,95490,,
TX,12420,"Austin-Round Rock, TX",19-1029,"Biological Scientists, All Other",detailed,**,**,**,**,35.77,74410,2.2,26.31,29.64,34.75,39.7,49.29,54720,61660,72270,82580,102530,,
TX,12420,"Austin-Round Rock, TX",19-1031,Conservation Scientists,detailed,420,1.5,0.409,2.67,28.04,58330,2,18.04,21.58,27.85,32.29,39,37520,44880,57930,67160,81120,,
TX,12420,"Austin-Round Rock, TX",19-1041,Epidemiologists,detailed,120,26,0.117,2.39,51.36,106830,26.7,24.87,27.59,33.34,88.68,98.78,51730,57400,69350,184460,205460,,
TX,12420,"Austin-Round Rock, TX",19-1042,"Medical Scientists, Except Epidemiologists",detailed,560,15.5,0.543,0.65,40.38,84000,6.7,22.29,27.86,37.05,51.86,61.61,46360,57950,77060,107860,128140,,
TX,12420,"Austin-Round Rock, TX",19-1099,"Life Scientists, All Other",detailed,**,**,**,**,57.88,120400,8.7,31.79,36.98,60.65,74.63,87,66120,76910,126160,155230,180970,,
TX,12420,"Austin-Round Rock, TX",19-2012,Physicists,detailed,250,13,0.244,2.01,43.14,89740,4.1,24.57,26.74,33.2,57.59,74.9,51110,55620,69050,119780,155780,,
TX,12420,"Austin-Round Rock, TX",19-2031,Chemists,detailed,530,33.1,0.51,0.87,31,64480,4.6,19.86,22.61,27.49,34.47,46.93,41310,47030,57190,71690,97620,,
TX,12420,"Austin-Round Rock, TX",19-2032,Materials Scientists,detailed,290,44.8,0.281,5.25,68.21,141870,4.5,38.45,49.72,69.1,82.29,97.46,79970,103410,143740,171170,202720,,
TX,12420,"Austin-Round Rock, TX",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,690,28.3,0.668,1.2,36.75,76440,3.9,22.57,29.56,37.9,43.92,47.79,46950,61480,78830,91360,99410,,
TX,12420,"Austin-Round Rock, TX",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,240,21.3,0.235,1.16,44.91,93400,9.8,26.77,31.52,37.57,52.62,80.29,55670,65570,78140,109450,167000,,
TX,12420,"Austin-Round Rock, TX",19-2043,Hydrologists,detailed,120,12.3,0.12,2.77,27.78,57780,4.7,19.23,21.61,26.48,32.04,39.25,40000,44940,55070,66640,81640,,
TX,12420,"Austin-Round Rock, TX",19-2099,"Physical Scientists, All Other",detailed,160,11.4,0.154,1.28,38.46,79990,14.8,21.16,24.15,31.76,38.7,67.45,44000,50230,66060,80490,140290,,
TX,12420,"Austin-Round Rock, TX",19-3011,Economists,detailed,190,3.9,0.18,1.4,45.63,94910,5.6,22.04,27.12,41.78,56.31,78.15,45840,56410,86900,117120,162540,,
TX,12420,"Austin-Round Rock, TX",19-3031,"Clinical, Counseling, and School Psychologists",detailed,710,14.4,0.695,0.91,30.76,63980,4.2,19.3,25.7,29.78,36.03,42.98,40140,53460,61950,74950,89410,,
TX,12420,"Austin-Round Rock, TX",19-3039,"Psychologists, All Other",detailed,40,6.2,0.038,0.41,43.2,89850,3.3,21.3,35.69,48.1,52.34,55.17,44300,74230,100050,108860,114740,,
TX,12420,"Austin-Round Rock, TX",19-3051,Urban and Regional Planners,detailed,520,15.1,0.51,1.95,30.08,62570,2.4,18.27,23.51,28.72,36,43.52,37990,48910,59740,74870,90520,,
TX,12420,"Austin-Round Rock, TX",19-3091,Anthropologists and Archeologists,detailed,100,31.6,0.096,2.32,31.58,65680,2.2,20.5,25.97,29.75,34.18,42.73,42650,54020,61890,71090,88880,,
TX,12420,"Austin-Round Rock, TX",19-3092,Geographers,detailed,80,17.8,0.077,8.06,31.51,65550,6.9,22.68,26.23,30.5,34.72,43.04,47170,54560,63430,72220,89520,,
TX,12420,"Austin-Round Rock, TX",19-3099,"Social Scientists and Related Workers, All Other",detailed,160,12.6,0.16,0.65,38.53,80140,4.5,23.01,28.21,35.81,48.38,58.53,47860,58670,74480,100630,121740,,
