area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9141,Semiconductor Processing Technicians,detailed,1440,44.2,1.339,7.1,,17.65,36700,4.8,12.61,14.18,16.51,19.49,24.69,26230,29500,34340,40550,51350,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,**,**,**,**,,15.94,33160,5.9,10.59,12.29,14.65,19.08,23.32,22030,25560,30480,39680,48510,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,290,28.1,0.27,0.26,,21.32,44340,2.8,14.42,16.95,20.3,25.92,29.89,29990,35250,42220,53910,62170,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9162,Computer Numerically Controlled Tool Programmers,detailed,100,24.1,0.093,0.54,,31.24,64980,2.6,24.26,27.31,31.2,35.49,38.37,50470,56800,64890,73820,79810,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,**,**,**,**,,16.6,34530,6.1,10.7,14.56,17.2,18.99,21.14,22250,30290,35770,39500,43980,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,380,49,0.354,1.16,,17.42,36240,3.8,11.22,13.41,17.14,20.8,24.15,23350,27880,35650,43260,50230,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,180,40.5,0.17,0.25,,14.21,29550,6.6,8.82,10.45,13.37,17.55,21.72,18340,21730,27810,36490,45190,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9198,Helpers--Production Workers,detailed,1670,26.6,1.559,0.76,,14.26,29660,3.4,9.46,11.48,13.97,16.84,19.44,19680,23870,29060,35030,40430,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9199,"Production Workers, All Other",detailed,**,**,**,**,,15.86,33000,3.5,9.27,10.53,13.57,19.27,25.32,19290,21900,28220,40080,52660,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,58650,4.2,54.644,0.64,,16.67,34670,1.3,9.79,11.84,15.1,19.26,25.64,20360,24620,31400,40060,53320,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,2330,8,2.167,0.7,,25.41,52860,2.9,14.68,17.16,22.89,32.36,39.37,30530,35690,47620,67300,81900,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-2012,Commercial Pilots,detailed,80,42.1,0.072,0.28,,*,103100,12.1,*,*,*,*,*,57360,74830,93380,108950,151660,TRUE,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-3031,Driver/Sales Workers,detailed,3980,26.2,3.709,1.23,,14.1,29330,9.3,8.11,8.77,11.07,17.93,24.12,16860,18240,23030,37300,50160,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,8120,8.3,7.561,0.6,,20.35,42320,2.5,13.35,15.9,19.27,23.48,29.54,27770,33070,40080,48840,61430,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-3033,Light Truck Drivers,detailed,4420,10.4,4.119,0.66,,21.07,43820,5.5,10.54,13.06,20.11,27.92,35.33,21930,27160,41820,58080,73480,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-3052,"Bus Drivers, Transit and Intercity",detailed,1310,5.6,1.22,1,,19.24,40020,3.9,13.93,16.46,19.44,22.87,24.88,28970,34230,40430,47580,51760,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",detailed,3500,8.7,3.257,0.68,,14.45,30050,3.5,8.65,10.51,15.09,17.87,19.68,17980,21860,31380,37170,40930,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-6021,Parking Attendants,detailed,990,26.9,0.92,0.92,,11.8,24540,3.7,8.45,9.7,11.5,13.73,15.45,17570,20180,23920,28560,32140,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-6031,Automotive and Watercraft Service Attendants,detailed,1110,25.3,1.032,1.29,,13.76,28620,1.9,10.06,11.13,13.21,16.59,18.49,20920,23150,27470,34510,38460,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-6041,Traffic Technicians,detailed,70,41.8,0.067,1.31,,16.92,35190,15.8,13.05,13.62,14.58,15.54,21.99,27140,28340,30330,32330,45750,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7021,Crane and Tower Operators,detailed,470,33,0.44,1.42,,29.04,60400,2.9,20.84,25.4,29.13,32.76,37.67,43360,52820,60580,68140,78360,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7051,Industrial Truck and Tractor Operators,detailed,4070,34.6,3.79,0.88,,15.75,32750,3.8,11.6,13.36,15.26,17.92,20.3,24130,27790,31750,37270,42220,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7061,Cleaners of Vehicles and Equipment,detailed,2550,12,2.38,0.91,,12.47,25950,2.7,8.6,10.22,12.25,14.48,16.18,17880,21260,25480,30120,33650,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,11440,7.9,10.662,0.53,,14.69,30550,2.1,9.86,10.94,12.94,16.99,20.48,20500,22750,26910,35350,42610,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7064,"Packers and Packagers, Hand",detailed,1410,26.8,1.316,0.31,,13.39,27860,4.2,8.58,9.96,13.1,15.34,18.79,17850,20710,27260,31900,39090,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7065,Stockers and Order Fillers,detailed,10810,4.3,10.075,0.69,,14.38,29900,1,10.46,11.91,13.95,16.51,19.16,21760,24780,29010,34330,39860,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,90,41,0.088,1.3,,20.09,41800,8.6,13.55,15.87,18.99,23.27,29.52,28180,33000,39490,48390,61400,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7081,Refuse and Recyclable Material Collectors,detailed,580,4.6,0.543,0.66,,18.25,37950,7.3,11.45,15.19,18.55,22.12,24.24,23820,31600,38590,46010,50410,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,53-7199,"Material Moving Workers, All Other",detailed,**,**,**,**,,20.07,41750,6.4,11.78,14.34,20.39,25.6,29.25,24510,29830,42400,53250,60840,,
