area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2121,Glaziers,detailed,550,42,0.51,1.43,,17.84,37100,4.3,12.68,14.63,17.17,19.96,24.82,26370,30430,35710,41510,51630,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,**,**,**,**,,22.46,46710,17.3,12.76,15.84,19.45,28.15,37.72,26530,32950,40450,58550,78450,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,1650,12.2,1.541,0.97,,17.67,36760,2.7,14.2,15.83,17.56,19.54,22.61,29530,32920,36520,40650,47020,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2151,Pipelayers,detailed,490,16.7,0.458,1.85,,18.19,37840,4.9,12.77,15.36,17.83,21.4,25.48,26550,31940,37080,44510,53000,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,3100,11.6,2.892,0.96,,24.66,51300,3.9,14.99,18.42,25.38,29.98,35.08,31180,38310,52780,62360,72970,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2171,Reinforcing Iron and Rebar Workers,detailed,260,36.3,0.241,1.88,,20.09,41790,8.4,16.24,17.18,18.75,21.3,24.95,33780,35740,39010,44310,51900,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,820,31.7,0.768,0.87,,16.87,35090,6.5,10.17,13.22,16.88,20.7,23.67,21160,27500,35100,43060,49230,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2211,Sheet Metal Workers,detailed,850,10.8,0.793,0.89,,23.09,48040,6.5,14.03,17.75,23.92,28.5,31.07,29170,36910,49760,59280,64620,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-2221,Structural Iron and Steel Workers,detailed,460,40.5,0.43,0.83,,23.92,49760,6.2,16.54,18.96,23.57,28.55,32.59,34410,39430,49030,59390,67790,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-3012,Helpers--Carpenters,detailed,220,47.9,0.201,0.9,,15.65,32550,4.5,11.53,13.29,15.7,17.98,19.36,23990,27640,32650,37400,40260,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-3013,Helpers--Electricians,detailed,840,29,0.78,1.45,,16.62,34570,3.1,12.46,13.93,16.46,19,22.35,25910,28970,34240,39530,46490,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,790,25.6,0.736,1.85,,15.21,31640,2.5,12.63,13.49,14.92,17.06,18.91,26280,28070,31030,35490,39340,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-3019,"Helpers, Construction Trades, All Other",detailed,390,25.9,0.36,1.85,,14.96,31120,4,10.91,12.59,14.33,17.32,20.39,22690,26190,29810,36030,42420,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-4011,Construction and Building Inspectors,detailed,760,12.9,0.706,0.94,,29.86,62110,3.4,19.43,24.82,29.37,35.71,41.91,40420,51620,61090,74290,87180,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-4021,Elevator and Escalator Installers and Repairers,detailed,200,30.7,0.189,0.98,,37.06,77090,3.8,21.26,26.29,41.24,46.42,49.86,44230,54680,85790,96550,103710,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-4031,Fence Erectors,detailed,**,**,**,**,,17,35360,7.3,12.82,13.68,15.1,20.56,23.23,26660,28450,31400,42760,48320,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-4041,Hazardous Materials Removal Workers,detailed,**,**,**,**,,22.51,46830,7.7,15.87,17.58,20.43,25.02,35.76,33010,36570,42490,52050,74370,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-4051,Highway Maintenance Workers,detailed,470,17.8,0.441,0.43,,18.35,38160,3,13.29,15.35,17.9,21.35,24.34,27630,31920,37230,44400,50620,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,**,**,**,**,,20.99,43670,11.4,14.85,15.87,17.76,24.6,34.76,30890,33010,36950,51180,72300,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-4090,Miscellaneous Construction and Related Workers,detailed,**,**,**,**,,25.95,53980,5.5,14.8,19,25.27,29.42,43.75,30780,39520,52570,61190,90990,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,710,27.5,0.665,2.22,,20.38,42390,2.7,15.37,17.22,20.18,23.54,26.91,31960,35810,41970,48960,55970,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-5041,Continuous Mining Machine Operators,detailed,**,**,**,**,,14.92,31040,9.9,10.08,11.72,15.17,17.74,20.03,20970,24380,31550,36890,41650,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-5051,"Rock Splitters, Quarry",detailed,160,38.3,0.147,4.26,,14.19,29520,6.9,11.03,12.53,13.78,15.13,18.69,22930,26060,28670,31460,38870,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-5081,Helpers--Extraction Workers,detailed,**,**,**,**,,17.21,35790,7.6,12.85,13.78,15.58,20.28,22.96,26720,28660,32410,42180,47750,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,250,14.7,0.229,1.35,,19.39,40320,3,14.79,16.47,19.29,22.65,25.73,30760,34260,40130,47110,53520,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,36900,3.7,34.377,0.88,,22.59,46980,1.1,12.96,16.1,20.94,27.53,35.12,26950,33490,43560,57270,73040,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,3150,6.3,2.934,0.89,,32.11,66790,1.8,20.03,24.4,29.74,37.79,47.14,41660,50740,61860,78590,98040,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,1080,31.9,1.008,1.51,,18.43,38340,3.2,11.89,14.48,17.69,21.73,26.89,24720,30120,36800,45200,55940,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,110,23.5,0.105,1.08,,20.72,43100,6.2,12.98,14.71,17.54,26.52,33.56,26990,30590,36470,55160,69810,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,1350,18.7,1.259,0.89,,25.32,52660,3.4,15.6,20.35,24.09,30.65,37.05,32450,42330,50110,63760,77070,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2091,Avionics Technicians,detailed,50,35.7,0.043,0.29,,24.01,49950,3.7,16.16,19.13,23.22,28.47,33.71,33610,39780,48300,59220,70120,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,50,27.4,0.05,0.46,,23.26,48380,2.9,17.5,19.36,23.4,27.09,29.66,36410,40280,48680,56350,61700,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,**,**,**,**,,27.61,57420,2.6,17.23,21.4,27.29,32.37,37.59,35840,44520,56760,67330,78180,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,120,19.4,0.114,0.74,,34.93,72650,7.6,21.94,27.27,36.07,43.86,47.69,45640,56720,75030,91240,99200,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-2098,Security and Fire Alarm Systems Installers,detailed,990,22.8,0.92,1.89,,22.63,47070,2.1,15.8,18.47,22.43,26.8,30.22,32860,38420,46660,55740,62850,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3011,Aircraft Mechanics and Service Technicians,detailed,680,32.2,0.636,0.7,,30.63,63710,6,13.99,22.83,33.02,38.79,44.71,29100,47480,68690,80690,92990,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3022,Automotive Glass Installers and Repairers,detailed,330,44.5,0.305,2.31,,17.99,37410,10.7,12.28,14.34,17.83,21.85,24.24,25550,29830,37100,45450,50420,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3023,Automotive Service Technicians and Mechanics,detailed,4290,6.5,3.994,0.9,,25.64,53340,3.6,14.32,17.84,23.86,29.66,39.93,29780,37100,49620,61690,83050,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,1220,10.2,1.133,0.62,,24.3,50540,1.9,17.36,20.41,23.86,28.13,30.82,36100,42440,49620,58500,64100,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,70,39.6,0.069,0.28,,19.84,41280,12.8,12.98,14.5,17.76,26.21,29.37,27000,30170,36940,54520,61080,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,850,15.9,0.793,0.79,,24.65,51280,2.6,16.99,20.32,24.01,28.46,32.41,35340,42260,49940,59190,67420,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,230,43.7,0.212,0.97,,19.86,41300,3.3,15.37,16.75,18.93,23.12,27.52,31960,34830,39370,48100,57240,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3091,Bicycle Repairers,detailed,**,**,**,**,,9.85,20490,20.1,7.69,8.09,8.75,9.42,15.75,15990,16820,18210,19590,32770,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-3093,Tire Repairers and Changers,detailed,1070,19.5,0.993,1.32,,13.01,27060,1.7,10.29,11.42,12.9,14.32,15.71,21400,23750,26830,29790,32670,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,290,27.7,0.266,0.75,,20.98,43650,8.4,12.55,15.34,19.53,26.7,31.58,26090,31920,40620,55530,65690,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,2460,18.2,2.296,0.99,,21.25,44200,3.3,14.76,16.8,20.43,24.85,29.77,30700,34940,42500,51690,61930,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9031,Home Appliance Repairers,detailed,80,38.1,0.079,0.37,,19.21,39970,12.7,13.08,14.54,17.36,24.93,29.34,27200,30240,36120,51860,61030,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9041,Industrial Machinery Mechanics,detailed,1380,18.1,1.283,0.49,,26.08,54240,3.7,16.37,20.69,25.43,30.32,38.12,34040,43030,52900,63060,79300,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9043,"Maintenance Workers, Machinery",detailed,150,19.7,0.143,0.29,,21.67,45070,4.1,13.37,15.91,20.9,26.9,31.89,27810,33100,43480,55950,66330,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9051,Electrical Power-Line Installers and Repairers,detailed,650,19.8,0.61,0.8,,31.12,64720,5.1,17.84,24.02,31.37,38.69,45.02,37110,49950,65250,80470,93650,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9052,Telecommunications Line Installers and Repairers,detailed,990,16.4,0.919,1.12,,24.73,51440,5.2,15.87,18.27,23.38,31.06,37.05,33020,37990,48640,64600,77060,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9062,Medical Equipment Repairers,detailed,350,40.1,0.328,1.04,,22.78,47380,10.8,11.79,14.74,21.08,29.47,36.83,24530,30650,43850,61300,76600,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,**,**,**,**,,28.79,59870,3.9,17.78,25.3,28.11,34.13,37.86,36970,52630,58460,70980,78740,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9071,"Maintenance and Repair Workers, General",detailed,9240,5.6,8.606,0.89,,18.35,38170,1.4,12.17,14.49,17.64,22.03,26.71,25310,30140,36680,45820,55550,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,140,42.1,0.131,0.62,,14.85,30890,13.2,8.31,9.47,13.2,17.68,27.1,17290,19690,27450,36780,56370,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9092,Commercial Divers,detailed,**,**,**,**,,32.88,68380,7.7,30.7,32.09,34.4,36.71,38.1,63860,66740,71550,76360,79240,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9094,Locksmiths and Safe Repairers,detailed,**,**,**,**,,18.39,38240,3.1,8.88,15.83,18.37,22.73,25.49,18460,32920,38200,47280,53020,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,1100,17.5,1.028,1.52,,14.28,29690,3,10.11,12.23,14.04,16.63,18.82,21040,25440,29190,34580,39140,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,610,25.4,0.571,0.52,,22.16,46100,5.7,14.39,17.41,21.34,24.83,28.91,29930,36220,44390,51660,60130,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,40340,4.4,37.583,0.6,,18.22,37890,1.4,10.16,12.62,16.2,21.68,29.24,21140,26240,33690,45090,60820,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,2760,9.7,2.567,0.6,,31.29,65090,1.8,16.67,22.53,29.78,37.93,49.95,34680,46860,61940,78890,103890,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,1810,18.9,1.69,0.87,,16.11,33510,3,10.39,12.09,15.01,18.63,23.83,21620,25150,31220,38760,49570,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-2041,Structural Metal Fabricators and Fitters,detailed,540,27.5,0.505,0.96,,17.69,36790,2.8,12.28,14.52,17.45,21.04,23.99,25550,30200,36290,43770,49900,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-2090,Miscellaneous Assemblers and Fabricators,detailed,3910,11,3.644,0.39,,14.4,29950,2.4,8.79,11.45,14.05,17.15,20.31,18290,23810,29210,35670,42240,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-3011,Bakers,detailed,1350,19.4,1.261,1,,13.48,28040,2.1,9.72,11.16,13.2,15.19,17.98,20220,23220,27460,31590,37390,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-3021,Butchers and Meat Cutters,detailed,580,13.9,0.541,0.58,,16.56,34440,5.8,10.93,13.63,16.57,19.51,22.87,22720,28350,34460,40570,47560,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,**,**,**,**,,12.46,25910,4.7,9.89,10.79,12.27,14.13,15.25,20580,22430,25510,29380,31720,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-3092,Food Batchmakers,detailed,880,34.2,0.823,0.76,,13.8,28710,3.6,9.1,10.57,12.75,15.06,20.08,18920,21980,26510,31320,41760,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-3099,"Food Processing Workers, All Other",detailed,150,34.5,0.138,0.47,,13.97,29070,3.4,10.3,11.29,13.3,16.73,18.51,21420,23480,27660,34800,38510,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,170,47.5,0.162,0.31,,14.04,29190,9.9,9.86,10.65,12.13,16.67,19.79,20510,22160,25220,34670,41170,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,30,21.1,0.03,0.14,,16.25,33790,4.1,12.77,13.74,15.34,18.7,22.08,26560,28590,31920,38890,45920,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,570,16.1,0.531,0.4,,16.76,34850,2.8,12.28,14.1,16.77,19.11,22.18,25540,29320,34870,39750,46130,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,230,24.5,0.215,0.41,,16.04,33360,2.5,11.89,14.79,16.4,17.94,18.97,24730,30770,34110,37310,39460,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,100,46.4,0.093,0.49,,14.53,30220,6.6,10.7,11.75,13.61,17.04,19.63,22250,24450,28320,35450,40840,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4041,Machinists,detailed,1740,18.8,1.624,0.62,,23.15,48150,1.8,15.3,18.96,22.93,27.29,30.92,31820,39440,47690,56770,64320,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,600,12.5,0.56,0.48,,13.6,28280,5.9,10.07,10.84,12.11,15.63,19.06,20950,22550,25180,32510,39640,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,580,25,0.542,0.54,,18.68,38860,5.4,11.34,13.66,18.61,23.08,27.73,23590,28400,38700,48000,57680,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,1650,15.1,1.542,0.55,,21.29,44290,1.9,14.67,16.82,20.39,24.82,29.89,30510,34990,42410,51630,62170,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,**,**,**,**,,17.46,36310,3.6,13.4,15.41,17,18.59,23.58,27880,32050,35360,38670,49040,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,**,**,**,**,,15.5,32250,12.9,9.87,10.88,13.77,17.95,23.35,20530,22640,28630,37340,48570,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,110,36.6,0.1,0.6,,14.92,31040,28.7,8.24,8.86,9.89,23.57,29.06,17140,18430,20570,49020,60430,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-5111,Prepress Technicians and Workers,detailed,320,25.1,0.297,1.44,,19.16,39860,3.6,14.14,16.24,18.23,21.89,26.08,29400,33780,37920,45530,54250,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-5112,Printing Press Operators,detailed,840,18.1,0.784,0.66,,17.44,36280,5.6,10.57,12.38,15.69,20.83,26.74,21970,25740,32630,43330,55620,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-5113,Print Binding and Finishing Workers,detailed,90,37.9,0.086,0.28,,17.96,37360,7.9,11.9,15.96,17.87,19.97,24.53,24750,33200,37160,41540,51030,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-6011,Laundry and Dry-Cleaning Workers,detailed,1350,20.2,1.254,0.88,,12.06,25080,2.3,9.47,10.29,11.57,13.46,14.99,19700,21410,24060,28000,31180,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-6031,Sewing Machine Operators,detailed,840,27,0.778,0.86,,11.65,24240,3.6,8.46,9.62,11.39,13.54,15.13,17600,20020,23690,28150,31480,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-6041,Shoe and Leather Workers and Repairers,detailed,150,29.6,0.138,2.31,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,340,40.9,0.313,1.9,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-7011,Cabinetmakers and Bench Carpenters,detailed,1140,30,1.059,1.57,,16.22,33750,2.5,10.96,13.47,16.34,18.37,20.42,22800,28010,33990,38210,42480,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-7021,Furniture Finishers,detailed,60,42.2,0.058,0.52,,13.54,28160,4.8,11.31,12.29,13.4,14.47,16.45,23530,25570,27870,30100,34220,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,**,**,**,**,,10.39,21610,6.6,7.82,8.33,9.19,12.94,14.64,16260,17330,19120,26910,30450,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,**,**,**,**,,12.75,26510,3.7,9.59,10.49,12.23,14.74,17.32,19950,21820,25440,30670,36040,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-8012,Power Distributors and Dispatchers,detailed,50,22.2,0.044,0.6,,33.22,69110,17.7,19.94,22.04,27.24,46.93,57.15,41480,45830,56650,97610,118860,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-8013,Power Plant Operators,detailed,190,36.5,0.176,0.77,,35.84,74540,7.6,20.92,26.9,36.38,44.79,49.76,43510,55940,75670,93160,103490,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,630,18.1,0.586,0.7,,21.6,44940,3.2,15.33,17.07,20.27,24.72,30.24,31890,35510,42170,51420,62900,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-8099,"Plant and System Operators, All Other",detailed,**,**,**,**,,19.05,39620,5.4,13.39,14.54,16.71,23.45,29.06,27860,30240,34760,48770,60450,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9011,Chemical Equipment Operators and Tenders,detailed,220,45.6,0.203,0.34,,20.73,43120,6.7,12.77,15.86,19.52,24,31.08,26570,32980,40610,49920,64640,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,400,35.9,0.372,1.07,,26.49,55100,8.6,14.62,17.69,26.47,34.67,38.14,30410,36800,55070,72110,79330,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,110,27.9,0.098,0.43,,17.13,35620,6.6,9.5,13.66,16.89,20.19,25.24,19760,28420,35130,42000,52500,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9022,"Grinding and Polishing Workers, Hand",detailed,**,**,**,**,,14.26,29650,4.3,11.54,12.76,13.88,15,18.45,24000,26540,28860,31190,38380,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,180,29.2,0.166,0.42,,16.81,34970,4.9,10.86,12.69,16.22,20.7,24,22580,26400,33740,43050,49910,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,4050,17.9,3.769,0.96,,21.64,45000,5.2,13.02,15.47,18.98,24.45,32.47,27080,32170,39480,50850,67540,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,290,35.2,0.272,1.69,,22.35,46490,11.7,11.43,15.52,20.49,29.06,36.96,23780,32270,42620,60430,76880,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9081,Dental Laboratory Technicians,detailed,150,35.9,0.139,0.59,,20.69,43040,26.5,10,11.12,18.52,29.2,36.2,20790,23120,38520,60740,75290,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9082,Medical Appliance Technicians,detailed,210,30.6,0.193,2.01,,18.96,39430,7.8,11.7,14.4,19.3,23,25.02,24340,29960,40150,47840,52050,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,940,17.1,0.874,0.33,,13.7,28490,3.2,9.17,10.5,12.54,15.94,19.59,19080,21830,26080,33150,40750,,
12420,"Austin-Round Rock, TX",4,000000,Cross-industry,cross-industry,1235,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,460,11.1,0.427,0.43,,21.57,44860,4,13.88,16.5,19.75,24.08,31.78,28870,34330,41080,50080,66100,,
