PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TX,12420,"Austin-Round Rock-San Marcos, TX",21-0000,Community and Social Service Occupations,major,9780,5.6,12.408,0.84,20.36,42360,2.3,13.21,15.39,18.52,24.63,30.54,27470,32000,38520,51230,63530,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1011,Substance Abuse and Behavioral Disorder Counselors,,300,16.5,0.38,0.64,17.57,36540,3.3,12.49,14.88,16.8,18.95,23.19,25980,30960,34950,39420,48230,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1012,"Educational, Guidance, School, and Vocational Counselors",,2170,17.4,2.756,1.45,24.47,50900,2.5,16.1,19.23,24.46,29.28,34.22,33490,40000,50870,60910,71180,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1013,Marriage and Family Therapists,,160,28.8,0.198,0.75,20.9,43470,13,10.43,14.02,21.25,26.25,31.29,21680,29160,44200,54610,65070,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1014,Mental Health Counselors,,510,31.3,0.646,0.73,17.35,36080,6.5,9,13.2,16.42,20.82,27.05,18720,27450,34160,43310,56260,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1015,Rehabilitation Counselors,,380,18.1,0.488,0.57,22.06,45890,5.8,14.82,17.36,20.83,24.83,29.22,30830,36110,43340,51640,60780,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1019,"Counselors, All Other",,310,8.8,0.391,1.85,26.02,54110,1.9,17.7,22.68,26.37,30.13,34.66,36810,47180,54860,62670,72090,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1021,"Child, Family, and School Social Workers",,1760,10,2.236,1.04,18.65,38780,2.8,14.79,15.67,17.33,20.43,25.53,30770,32590,36050,42490,53100,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1022,Healthcare Social Workers,,570,13.2,0.719,0.69,24.32,50590,4.4,15.68,19.62,24.27,28.01,33.96,32600,40800,50490,58260,70640,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1023,Mental Health and Substance Abuse Social Workers,,390,48.9,0.5,0.56,16.48,34270,4.4,12.47,13.49,15.56,18.54,22.13,25950,28070,32360,38560,46030,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1029,"Social Workers, All Other",,190,32.2,0.236,0.48,18.43,38320,7.3,11.83,12.89,14.62,21.94,34.19,24610,26800,30400,45640,71110,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1091,Health Educators,,320,22,0.412,0.93,25.61,53270,5.5,14.58,18.11,22.85,31.82,42.32,30320,37670,47540,66180,88020,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1092,Probation Officers and Correctional Treatment Specialists,,310,14.8,0.395,0.57,19.47,40490,1.6,15.76,16.89,18.54,21.36,24.17,32790,35130,38570,44430,50270,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1093,Social and Human Service Assistants,,1590,6.8,2.02,0.72,15.74,32740,2.8,11.51,13.4,14.86,17.4,20.92,23940,27870,30900,36200,43510,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-1798,"Community and Social Service Specialists, All Other*",,550,13,0.704,0.74,17.91,37260,4.3,11.73,14.53,16.74,20.33,26.85,24400,30230,34810,42300,55850,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-2011,Clergy,,210,44.3,0.262,0.79,22.59,46990,4.3,15.63,17.35,23.91,26.66,28.3,32510,36080,49720,55460,58860,,
TX,12420,"Austin-Round Rock-San Marcos, TX",21-2021,"Directors, Religious Activities and Education",,**,**,**,**,28.78,59870,7.3,12.87,17.74,28.42,38.63,43.34,26770,36890,59110,80360,90150,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-0000,Legal Occupations,major,7440,5.6,9.445,1.21,38.13,79300,5,12.03,19.34,29.72,45.82,77.35,25020,40230,61820,95310,160880,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-1011,Lawyers,,4460,6.3,5.666,1.27,47.69,99190,7.1,8.91,26.75,39.6,60.67,#,18540,55650,82370,126200,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-1012,Judicial Law Clerks,,**,**,**,**,19.95,41490,15.8,12.3,13.53,16.12,21.85,24.27,25590,28150,33530,45450,50480,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",,120,5.5,0.155,1.37,44.23,91990,3.2,23.28,33.89,43.1,52.67,66.74,48420,70500,89660,109560,138820,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-1022,"Arbitrators, Mediators, and Conciliators",,40,6.3,0.051,0.94,22.76,47340,2,17.84,19.81,19.82,25.12,31.56,37120,41210,41230,52250,65640,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-1023,"Judges, Magistrate Judges, and Magistrates",,90,10,0.116,0.56,49.18,102290,6.2,13.34,38.55,60.65,60.68,68.5,27760,80180,126150,126210,142470,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-2011,Paralegals and Legal Assistants*,,1690,17.2,2.151,1.09,20.83,43320,4.6,12.59,14.49,19.62,24.96,32.23,26190,30150,40810,51910,67040,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-2093,"Title Examiners, Abstractors, and Searchers",,520,29.1,0.656,1.69,24.56,51080,9.9,12.48,16.01,23.9,28.62,38.27,25960,33300,49710,59530,79610,,
TX,12420,"Austin-Round Rock-San Marcos, TX",23-2099,"Legal Support Workers, All Other",,300,41,0.383,1.1,25.17,52350,4.6,16.87,21.75,25.31,27.84,30.01,35090,45240,52640,57910,62430,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-0000,"Education, Training, and Library Occupations",major,53080,5.6,67.375,1.03,26.91,55980,7.4,11.23,18.88,23.62,29.26,44.03,23350,39270,49120,60860,91590,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1011,"Business Teachers, Postsecondary",,790,9.9,0.997,1.56,*,143980,12,*,*,*,*,*,58610,85850,124220,#,#,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1021,"Computer Science Teachers, Postsecondary",,240,11.7,0.307,1.18,*,104920,12.7,*,*,*,*,*,47810,67910,92020,142950,178510,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1042,"Biological Science Teachers, Postsecondary",,460,19.6,0.581,1.49,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1052,"Chemistry Teachers, Postsecondary",,210,30.2,0.264,1.63,*,109820,7.7,*,*,*,*,*,46930,60980,99730,143570,#,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1061,"Anthropology and Archeology Teachers, Postsecondary",,**,**,**,**,*,101420,4.6,*,*,*,*,*,64410,82290,95050,119480,143220,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1064,"Geography Teachers, Postsecondary",,90,39.6,0.108,3.25,*,92730,5.6,*,*,*,*,*,54350,66110,87270,111340,152000,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1066,"Psychology Teachers, Postsecondary",,230,11.7,0.294,1.01,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1071,"Health Specialties Teachers, Postsecondary",,490,44,0.623,0.52,*,86710,9.2,*,*,*,*,*,25940,50900,83040,110410,152280,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1081,"Education Teachers, Postsecondary",,550,19.9,0.704,1.43,*,88790,5.7,*,*,*,*,*,49790,64690,85160,110800,143050,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1121,"Art, Drama, and Music Teachers, Postsecondary",,770,22.9,0.979,1.4,*,84380,5.3,*,*,*,*,*,44110,57560,81250,106060,131660,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1122,"Communications Teachers, Postsecondary",,400,46.4,0.507,2.2,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1123,"English Language and Literature Teachers, Postsecondary",,500,6.9,0.639,1.13,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1125,"History Teachers, Postsecondary",,250,41.4,0.323,1.77,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1126,"Philosophy and Religion Teachers, Postsecondary",,140,34.2,0.181,1.06,*,108250,7.7,*,*,*,*,*,48810,70920,102460,135160,158420,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,**,**,**,**,*,61500,3.1,*,*,*,*,*,32180,43960,60760,75210,93290,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1194,"Vocational Education Teachers, Postsecondary",,860,10.7,1.093,1.12,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-1199,"Postsecondary Teachers, All Other",,60,29.1,0.072,0.05,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2011,"Preschool Teachers, Except Special Education",,2170,24.3,2.758,1.01,14.51,30180,7.2,8.82,10.52,13.12,16.97,23.82,18340,21890,27280,35290,49560,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2012,"Kindergarten Teachers, Except Special Education",,1090,3.6,1.382,1.07,*,48310,1.6,*,*,*,*,*,39700,42480,47110,54980,60660,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2021,"Elementary School Teachers, Except Special Education",,11200,1.9,14.213,1.29,*,50690,2.1,*,*,*,*,*,40410,43880,50090,57600,64060,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,5720,2.1,7.262,1.45,*,50940,2,*,*,*,*,*,40710,44110,50180,57480,63320,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2023,"Career/Technical Education Teachers, Middle School",,40,12,0.051,0.39,*,52230,2.5,*,*,*,*,*,41430,46200,52700,58580,64110,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,7420,2.1,9.418,1.2,*,52290,2.3,*,*,*,*,*,40320,44360,51490,59060,69250,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2032,"Career/Technical Education Teachers, Secondary School",,490,2.9,0.616,0.9,*,50600,1.1,*,*,*,*,*,40240,43590,49290,57630,65540,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",,1210,3.1,1.532,0.89,*,49100,1.4,*,*,*,*,*,40470,43110,47530,55280,60590,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2053,"Special Education Teachers, Middle School",,450,2.8,0.567,0.72,*,48750,1.2,*,*,*,*,*,40310,42870,47140,54780,60540,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-2054,"Special Education Teachers, Secondary School",,600,3.1,0.761,0.73,*,52190,2.4,*,*,*,*,*,40330,43650,49590,58530,69440,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,390,19.1,0.495,0.94,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-3021,Self-Enrichment Education Teachers,,600,23.6,0.76,0.58,17.94,37310,8.4,9.98,11.6,14.86,23.71,29.06,20750,24140,30900,49320,60440,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-3999,"Teachers and Instructors, All Other*",,3230,5.6,4.101,0.64,*,30840,5.7,*,*,*,*,*,17300,20180,25220,34520,56610,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-4011,Archivists,,50,25.7,0.059,1.37,25.6,53240,11.3,18.64,19.77,22.21,27.61,39.69,38770,41130,46190,57430,82560,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-4012,Curators,,70,36.9,0.089,1.1,29.08,60480,8.7,13.98,19.51,26.5,34.46,45.54,29070,40590,55130,71690,94730,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-4013,Museum Technicians and Conservators,,60,35.1,0.079,0.97,19.38,40310,2.1,13.94,15.55,17.99,21.99,27.97,28990,32350,37410,45740,58180,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-4021,Librarians,,1110,14.1,1.403,1.24,26.93,56010,1.7,20.12,23.18,26.59,30.75,35.05,41840,48220,55310,63960,72900,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-4031,Library Technicians,,280,19.7,0.356,0.43,13.14,27330,4.1,8.38,9.81,12.7,15.94,18.69,17440,20400,26420,33150,38870,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-9011,Audio-Visual and Multimedia Collections Specialists,,90,29.7,0.109,1.59,23.36,48600,9.5,10.57,17.23,25.13,29.41,34.28,21980,35840,52270,61160,71300,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-9031,Instructional Coordinators,,1100,10,1.4,1.38,31.42,65350,2.2,21.82,25.92,30.93,36.18,43.6,45390,53910,64330,75240,90690,,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-9041,Teacher Assistants,,5730,3.8,7.271,0.77,*,24900,3.1,*,*,*,*,*,17180,19770,24150,29170,34630,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",25-9099,"Education, Training, and Library Workers, All Other",,**,**,**,**,31.6,65730,1.8,20.35,23.58,28.38,39.47,49.59,42330,49040,59030,82090,103140,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,13690,7.4,17.374,1.29,24.6,51160,2.5,10.39,15.14,21.23,29.48,41.26,21610,31490,44160,61330,85810,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1011,Art Directors,,280,16.9,0.354,1.48,32.59,67780,4.2,16.32,21.07,27.07,36.12,54.78,33940,43830,56310,75120,113940,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,30,32.5,0.042,0.45,19.26,40060,9.1,8.16,9.23,16.74,22.21,38.09,16980,19200,34810,46210,79220,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1014,Multimedia Artists and Animators,,380,30.3,0.482,2.18,24.98,51960,5.4,13.21,16.69,22,32.55,42.27,27470,34720,45770,67700,87920,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1019,"Artists and Related Workers, All Other",,**,**,**,**,18.34,38150,3.3,14.59,16.01,17.95,21.07,23.01,30340,33290,37330,43830,47850,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1021,Commercial and Industrial Designers,,90,25.5,0.119,0.53,29.19,60720,9.5,16.18,21.19,27.14,35.87,48.79,33650,44070,56460,74610,101480,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1023,Floral Designers,,170,34.2,0.209,0.57,11.95,24850,6.5,8.11,9.15,11,14.54,17.54,16880,19030,22890,30250,36480,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1024,Graphic Designers,,1350,12.8,1.715,1.15,24.2,50330,3.8,13.77,16.54,21.06,27.99,35.85,28640,34410,43800,58220,74560,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1025,Interior Designers,,300,26.9,0.382,1.2,20.69,43040,6.9,12.45,16.25,20.51,23.11,29.09,25890,33800,42650,48070,60500,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1026,Merchandise Displayers and Window Trimmers,,480,24.4,0.615,1.17,11.92,24780,3.3,8.11,9.22,11.28,13.95,16.75,16860,19190,23450,29020,34830,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2012,Producers and Directors,,530,18.5,0.674,1.04,25.4,52840,2.8,12.78,15.49,21.62,32.71,45.12,26590,32220,44970,68030,93850,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2021,Athletes and Sports Competitors,,30,38.5,0.043,0.43,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2022,Coaches and Scouts,,1380,13.1,1.752,1.16,*,41550,14.6,*,*,*,*,*,17830,21580,31810,44400,64580,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2032,Choreographers,,**,**,**,**,12.89,26800,4.8,7.89,8.55,15,17.04,18.27,16410,17780,31210,35450,38000,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2041,Music Directors and Composers,,260,7.1,0.326,1.65,23.63,49160,5.4,18.5,19.97,21.99,25.17,28.79,38490,41530,45750,52350,59890,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,,280,24.7,0.354,1.07,27.18,*,10.1,7.99,8.97,19.71,33.11,76.05,*,*,*,*,*,,TRUE
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,**,**,**,**,15.55,*,28.2,9.95,10.87,12.45,14.08,37,*,*,*,*,*,,TRUE
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3011,Radio and Television Announcers,,160,30.3,0.199,0.8,28.68,59650,18.6,9,12.76,17.96,29.06,71.14,18720,26540,37350,60440,147980,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3012,Public Address System and Other Announcers,,180,48.2,0.223,3.68,11.09,23070,9.1,7.69,8.22,9.11,14.07,17.73,15990,17100,18950,29280,36870,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3022,Reporters and Correspondents,,260,14.9,0.33,0.93,18.75,38990,11.3,8.87,12.2,15.27,24.28,33.12,18460,25380,31760,50510,68880,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3031,Public Relations Specialists,,3220,15.1,4.092,2.47,28.49,59250,4,15.53,19.38,24.81,32.92,44.86,32300,40320,51610,68480,93300,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3041,Editors,,700,14.5,0.889,1.15,25.67,53390,3,14.06,18.87,22.8,31.95,39.87,29250,39260,47430,66460,82920,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3042,Technical Writers,,710,15.9,0.905,2.57,28.06,58360,4.9,14.64,20.79,26.28,35.33,42.92,30450,43240,54660,73490,89280,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,,430,12.5,0.546,1.71,31.8,66140,7.3,16,20.12,27.9,35.14,45.82,33270,41840,58040,73090,95310,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3091,Interpreters and Translators,,730,5.8,0.924,2.47,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3099,"Media and Communication Workers, All Other",,**,**,**,**,18.72,38930,6.3,8.68,12.7,17.18,24.29,29.19,18060,26420,35740,50530,60700,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4011,Audio and Video Equipment Technicians,,290,18,0.368,0.96,17.99,37430,4.4,10.17,13.63,17.27,22.86,27.01,21150,28350,35920,47550,56170,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4012,Broadcast Technicians,,120,21.7,0.152,0.64,17.58,36570,7.6,8.95,11.15,15.41,22.47,30.25,18620,23190,32050,46730,62910,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,,130,34.8,0.168,1.44,17.86,37160,13.5,8.56,10.42,13.54,20.18,28.64,17810,21670,28170,41980,59580,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,,370,16.3,0.474,1.12,16.62,34560,12.5,8.57,10.8,15.48,18.58,26.48,17830,22450,32200,38640,55070,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4031,"Camera Operators, Television, Video, and Motion Picture",,90,17,0.109,0.86,16.59,34500,5.2,9.59,12.34,15.22,20.44,26.18,19940,25670,31660,42520,54460,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4032,Film and Video Editors,,120,21.4,0.153,0.94,29.8,61980,12.6,8.72,11.72,20.51,36.28,61.57,18130,24370,42650,75470,128070,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,34580,6,43.889,0.75,33.82,70340,3.1,13.48,19.39,26.98,37.98,60.96,28040,40330,56110,78990,126790,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1011,Chiropractors,,110,28.1,0.139,0.65,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1021,"Dentists, General",,290,34,0.366,0.52,90.89,189060,17.8,40.83,47.25,#,#,#,84930,98280,#,#,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1031,Dietitians and Nutritionists,,230,15.8,0.294,0.67,21.58,44890,4.1,13.79,16.98,21.07,26.47,30.78,28690,35320,43830,55070,64030,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1041,Optometrists,,80,21.1,0.097,0.45,39.87,82940,8.9,22.1,33.79,39.88,44.12,52.36,45960,70290,82940,91760,108900,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1051,Pharmacists,,1470,9.6,1.863,0.88,55.94,116360,2.4,41.87,48.69,54.89,64.63,74.74,87080,101280,114170,134430,155460,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1062,Family and General Practitioners,,430,23.9,0.552,0.7,91.54,190390,11.7,51.49,62.47,84.78,#,#,107110,129940,176340,#,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1063,"Internists, General",,50,40.5,0.069,0.19,100.65,209360,14,73.75,79.78,89.83,#,#,153400,165940,186850,#,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1064,Obstetricians and Gynecologists,,60,45.8,0.08,0.5,71.28,148260,13.5,44.02,50.84,61.71,86.22,#,91550,105750,128360,179340,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1065,"Pediatricians, General",,**,**,**,**,70.9,147460,4.9,40.71,72.82,79.45,85.75,89.52,84680,151460,165260,178350,186200,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1066,Psychiatrists,,**,**,**,**,58.76,122210,12.8,46.76,49.58,54.28,69.61,82.18,97270,103130,112890,144790,170930,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1067,Surgeons,,340,39,0.434,1.31,#,#,*,#,#,#,#,#,#,#,#,#,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1069,"Physicians and Surgeons, All Other",,960,17.1,1.223,0.51,85.3,177420,9.5,26.5,41.28,87.98,#,#,55120,85860,183000,#,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1071,Physician Assistants,,460,18.4,0.586,0.9,46.58,96880,6.4,26.07,35.01,43.52,56.02,78.18,54230,72810,90510,116520,162620,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1081,Podiatrists,,40,25.2,0.049,0.68,52.88,109980,13,8.77,33.03,53.82,69.72,87.53,18250,68700,111940,145020,182050,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1111,Registered Nurses*,,10780,12.1,13.686,0.64,33.09,68830,3,22.72,25.55,29.93,36.06,44.17,47250,53150,62250,75010,91870,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1122,Occupational Therapists,,580,9.7,0.732,0.91,39.88,82940,3.9,25.42,31.46,39.97,45.41,57.97,52870,65440,83130,94460,120590,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1123,Physical Therapists,,1010,10,1.285,0.89,38.51,80100,4.3,23.41,29.3,38.34,45.14,59.18,48680,60950,79750,93890,123090,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1125,Recreational Therapists,,30,25.5,0.04,0.26,23.49,48860,10.7,15.38,17.2,21.16,27.14,39.78,31990,35770,44010,56450,82740,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1126,Respiratory Therapists,,620,21.3,0.792,0.89,25.75,53560,1.7,19.41,22.97,25.98,28.83,33.2,40360,47780,54050,59960,69060,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1127,Speech-Language Pathologists,,800,6.2,1.014,1.11,34.51,71790,4.8,23.07,25.7,29.87,42.12,55.91,47980,53450,62130,87600,116280,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1128,"Therapists, All Other*",,120,39.9,0.157,1.28,25.43,52890,5,19.56,21.28,25.33,28.57,34.05,40690,44260,52680,59420,70830,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1131,Veterinarians,,460,19.3,0.585,1.35,49.49,102940,13.4,32.88,38.51,45.16,52.75,57.65,68400,80100,93920,109720,119900,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-1199,"Health Diagnosing and Treating Practitioners, All Other",,**,**,**,**,30.04,62480,4.3,15.9,17.34,33.27,41.08,44.41,33070,36060,69210,85450,92380,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2011,Medical and Clinical Laboratory Technologists,,840,23.3,1.06,0.82,23.21,48280,3.5,15.83,19.12,23.43,26.94,29.43,32920,39760,48740,56040,61210,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2012,Medical and Clinical Laboratory Technicians,,870,18.8,1.102,0.9,17.03,35430,4,11.86,13.43,16.52,20.41,22.94,24670,27940,34350,42440,47720,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2021,Dental Hygienists,,710,48,0.905,0.63,37.59,78190,4.9,30.66,33,36.76,41.6,44.78,63780,68640,76460,86520,93140,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2031,Cardiovascular Technologists and Technicians,,170,34.7,0.211,0.54,26.88,55910,2.4,18.69,21.32,27.82,33.06,35.76,38870,44350,57860,68760,74390,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2032,Diagnostic Medical Sonographers,,210,17.5,0.264,0.62,29.55,61460,1.9,22.1,25.65,30.11,34.47,38.24,45960,53360,62630,71690,79540,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2033,Nuclear Medicine Technologists,,50,15.8,0.065,0.4,32.42,67430,4.2,24.22,27.57,32.46,36.72,42.78,50380,57350,67510,76380,88970,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2037,Radiologic Technologists and Technicians*,,820,17.7,1.039,0.6,24.67,51310,3.9,16.53,19.67,24.92,28.79,33.71,34380,40920,51830,59870,70120,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2041,Emergency Medical Technicians and Paramedics,,1140,22,1.453,0.81,17.04,35440,5.4,11.04,12.73,15.75,21.3,24.56,22970,26480,32770,44300,51080,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2051,Dietetic Technicians,,100,36,0.121,0.66,17.55,36510,8.5,9.3,12.12,18.12,22.69,25.85,19340,25210,37690,47190,53770,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2052,Pharmacy Technicians,,1890,8.9,2.398,0.9,14.83,30840,1.3,11.72,12.81,14.59,16.92,18.38,24380,26640,30350,35200,38230,,
TX,12420,"Austin-Round Rock-San Marcos, TX",29-2054,Respiratory Therapy Technicians,,110,24.8,0.134,1.23,23.79,49480,4.9,12.77,17.26,25.25,28.59,33.91,26560,35910,52530,59470,70520,,
