PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3021,Computer and Information Systems Managers,,2210,8.2,2.803,1.2,64.54,134250,2.7,38.02,47.85,60.85,75.63,#,79080,99530,126580,157300,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3031,Financial Managers,,2140,7.6,2.711,0.73,57.82,120260,4,30.91,37.9,51.49,67.69,#,64290,78830,107110,140790,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3051,Industrial Production Managers,,640,6.8,0.812,0.69,51.82,107790,5.5,24.28,32.77,47.06,64.46,86.43,50500,68170,97890,134080,179780,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3061,Purchasing Managers,,330,14.8,0.416,0.8,62.2,129390,5.5,34.59,43.68,54.71,72.81,#,71940,90840,113790,151450,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3071,"Transportation, Storage, and Distribution Managers",,350,10,0.446,0.62,42.39,88180,4.5,20.89,27.73,39.56,55.01,67.52,43450,57670,82280,114420,140450,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3111,Compensation and Benefits Managers,,80,9.6,0.106,0.55,51.21,106520,4.5,28.23,39.37,48.26,58.4,71.57,58730,81880,100390,121460,148870,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3121,Human Resources Managers,,460,9.8,0.589,0.92,57.41,119420,6.3,31.38,39.6,49.68,63.83,#,65280,82360,103320,132760,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-3131,Training and Development Managers,,110,15.4,0.136,0.64,50.08,104170,5.4,32.17,38.82,44.23,53.08,81.14,66910,80740,91990,110410,168770,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9021,Construction Managers,,2130,9.6,2.708,1.78,37,76960,2.7,20.15,27.41,34.51,45.14,56.79,41910,57010,71770,93900,118120,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9031,"Education Administrators, Preschool and Childcare Center/Program",,330,21.1,0.418,1.09,21.46,44630,5.8,15.42,17.12,20.32,24.02,28.65,32080,35600,42260,49970,59600,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9032,"Education Administrators, Elementary and Secondary School",,1530,1.8,1.948,1.12,*,78380,2,*,*,*,*,*,55050,64870,75820,91710,109500,TRUE,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9039,"Education Administrators, All Other",,120,25.4,0.155,0.71,46.74,97220,8,20.97,35.58,47.51,55.36,64.86,43620,74000,98820,115160,134920,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9041,Architectural and Engineering Managers,,**,**,**,**,63.48,132040,4.9,41.05,49.03,58.81,72.4,89.75,85380,101980,122330,150590,186680,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9051,Food Service Managers,,1400,10.3,1.771,1.24,24.34,50620,6.9,14.98,17.17,21.91,28.42,35.49,31150,35710,45570,59100,73810,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9081,Lodging Managers,,**,**,**,**,35.79,74450,8.3,20.85,32.39,38.46,42.19,44.43,43380,67370,80010,87760,92410,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9111,Medical and Health Services Managers,,960,9.4,1.212,0.54,42.09,87560,4.4,23.42,30.45,36.42,47.58,66.19,48720,63340,75740,98970,137670,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9121,Natural Sciences Managers,,150,15.6,0.19,0.51,59.27,123280,3.3,41.42,47.67,56.24,68.2,83.3,86160,99160,116990,141860,173270,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9131,Postmasters and Mail Superintendents,,30,0,0.043,0.23,36.48,75870,1.7,27.31,30.32,37.23,40.82,46.37,56810,63060,77440,84900,96450,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9141,"Property, Real Estate, and Community Association Managers",,1080,12.1,1.374,1.16,28.64,59570,6.6,16.16,19.82,22.71,35.09,43.89,33600,41220,47230,72990,91300,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9151,Social and Community Service Managers,,540,9.1,0.684,0.76,30.6,63660,4.4,16.47,19.67,26.24,37.66,52.36,34260,40910,54590,78320,108910,,
TX,12420,"Austin-Round Rock-San Marcos, TX",11-9199,"Managers, All Other",,950,7.5,1.203,0.45,57.85,120330,6.1,26.28,36.28,52.52,68.1,#,54670,75470,109250,141640,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-0000,Business and Financial Operations Occupations,major,45620,3.3,57.902,1.2,31.91,66360,1.9,16.47,20.68,27.66,38.22,52.88,34260,43010,57540,79500,109990,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1022,"Wholesale and Retail Buyers, Except Farm Products",,470,15.9,0.602,0.73,25.85,53760,4.9,12.91,16.82,22.62,30.74,43.45,26840,34990,47040,63950,90370,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",,2510,12.4,3.189,1.49,29.7,61770,4.8,16.59,20.18,26.13,35.54,50.07,34510,41980,54360,73930,104140,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1031,"Claims Adjusters, Examiners, and Investigators",,2070,10.1,2.628,1.28,25.29,52610,3.3,16.82,18.71,23.72,30.32,36.23,34990,38910,49330,63080,75350,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1032,"Insurance Appraisers, Auto Damage",,**,**,**,**,29,60330,3.1,22.28,24.87,27.9,32.94,39.45,46350,51730,58020,68510,82050,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1041,Compliance Officers,,1460,8.4,1.859,1.13,28.64,59560,3.2,16.57,19.89,26.09,34.81,44.48,34460,41370,54270,72410,92530,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1051,Cost Estimators,,830,9.6,1.047,0.72,32.8,68230,2.7,19.18,23.1,30.76,39.1,50.75,39900,48040,63980,81320,105550,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1078,"Human Resources, Training, and Labor Relations Specialists, All Other*",,2900,5.2,3.68,1.08,26.13,54350,2.9,14.16,18.84,23.7,31.05,40.67,29460,39180,49290,64580,84590,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1081,Logisticians,,790,25.2,1.002,1.14,37.71,78430,6.1,22.99,27.49,34.69,44.76,56.1,47820,57170,72150,93100,116700,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1111,Management Analysts,,2880,9.7,3.658,0.87,39.51,82170,3,21.83,28.09,37.83,46.67,60.77,45400,58420,78690,97080,126400,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1121,"Meeting, Convention, and Event Planners*",,**,**,**,**,24.73,51450,1.7,16.74,19.87,23.27,27.79,35.22,34810,41330,48390,57810,73250,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1141,"Compensation, Benefits, and Job Analysis Specialists",,790,14.1,1.005,1.36,28.66,59610,8.7,15.95,18.52,23.5,35.08,45.98,33170,38530,48880,72960,95640,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1151,Training and Development Specialists,,1880,10.1,2.385,1.49,26.65,55420,2.5,16.37,20,25.25,31.92,38.35,34040,41600,52510,66380,79760,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1161,Market Research Analysts and Marketing Specialists*,,1820,8.3,2.307,0.93,32.52,67640,3.3,14.27,19.68,29.3,43.29,56.3,29690,40940,60940,90050,117100,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-1199,"Business Operations Specialists, All Other*",,6330,5.2,8.039,1.07,36.15,75190,4.1,16.24,22.71,32.11,44.98,62.17,33770,47250,66790,93550,129310,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2011,Accountants and Auditors,,9100,4.2,11.555,1.37,33.31,69280,4.4,17.58,22.26,28.91,39.17,53.74,36570,46300,60140,81460,111770,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2021,Appraisers and Assessors of Real Estate,,520,31.4,0.665,1.4,26.62,55360,9,15.09,17.63,23.64,32.56,44.86,31390,36660,49180,67730,93320,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2031,Budget Analysts,,530,2.4,0.671,1.51,28.34,58940,2.1,19.88,23.09,26.54,31.43,36.98,41360,48030,55210,65380,76920,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2041,Credit Analysts,,300,23.7,0.382,0.83,35.58,74000,9.4,19.29,22.68,30.19,46.87,62.31,40130,47180,62790,97480,129610,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2051,Financial Analysts,,1960,12.1,2.485,1.41,43.11,89660,5,21.5,27.14,35.67,51.17,74.36,44710,56450,74190,106430,154670,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2052,Personal Financial Advisors,,1070,13.6,1.363,1.08,39.01,81130,14.8,14.22,18.92,27.7,43.52,#,29570,39360,57610,90520,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2053,Insurance Underwriters,,530,32.2,0.674,0.93,31.93,66410,2.8,16.11,20.13,30.44,41.6,48.61,33510,41870,63310,86540,101110,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2061,Financial Examiners,,270,7.9,0.341,1.56,36.61,76160,5.7,22.71,26.24,32.73,43.68,55.3,47230,54580,68080,90860,115030,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2071,Credit Counselors,,**,**,**,**,19.93,41460,4.9,12.78,14.24,17.87,24.44,31.1,26590,29630,37160,50830,64690,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2072,Loan Officers,,1340,16.9,1.696,0.76,33.56,69810,6.3,16.39,21.65,29.51,40.83,58.4,34080,45030,61370,84930,121470,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2082,Tax Preparers,,370,31,0.47,1.02,17.45,36300,18.1,9.57,10.47,15.32,18.81,34.54,19890,21770,31870,39120,71840,,
TX,12420,"Austin-Round Rock-San Marcos, TX",13-2099,"Financial Specialists, All Other",,1230,11.4,1.556,1.31,30.73,63920,9.2,16.88,20.45,25.55,33.1,44.68,35120,42540,53150,68850,92940,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-0000,Computer and Mathematical Occupations,major,46170,5.7,58.608,2.21,40.58,84400,2.3,21.54,28.63,38.28,50.9,64.49,44790,59540,79620,105870,134150,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1111,Computer and Information Research Scientists,,460,42.7,0.584,2.98,49.69,103360,6.5,30.58,38.74,47.55,56.72,69.28,63610,80580,98900,117970,144100,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1121,Computer Systems Analysts,,9440,10.4,11.984,3.15,40.99,85250,5,24.46,29.86,37.45,49.92,64.24,50870,62110,77910,103820,133620,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1131,Computer Programmers,,3630,10.5,4.607,1.85,38.53,80150,4.1,20.87,25.77,32.84,44.04,73.15,43400,53600,68310,91610,152160,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1132,"Software Developers, Applications",,8390,11.5,10.646,2.53,45.89,95460,2.7,28.27,35.13,44.53,55.88,67.84,58800,73060,92610,116240,141100,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1133,"Software Developers, Systems Software",,7010,8.8,8.9,2.95,49.08,102080,1.4,32.38,39.07,47.91,58.17,69.29,67340,81270,99660,121000,144130,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1141,Database Administrators,,1840,7.8,2.34,2.77,36.39,75690,1.7,19.75,27.35,36.76,45.47,54.36,41090,56900,76460,94580,113060,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1142,Network and Computer Systems Administrators*,,3040,10.3,3.865,1.45,33.53,69740,1.8,20.84,25.35,32.14,39.55,48.47,43360,52730,66860,82260,100820,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1150,Computer Support Specialists,,6270,7.1,7.956,1.61,26.47,55050,2.5,14.28,18.57,24.29,32.55,41.63,29690,38620,50520,67710,86600,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects",,3640,8.1,4.625,2.18,43.15,89740,3.5,24.08,30.12,40.86,53.93,68.32,50090,62660,85000,112170,142100,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-1799,"Computer Occupations, All Other*",,1280,10.7,1.621,1.17,40.58,84400,3.5,21.72,33.13,40.8,47.8,53.76,45180,68910,84860,99420,111830,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-2011,Actuaries,,150,38.6,0.194,1.27,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-2031,Operations Research Analysts,,920,14.3,1.165,2.3,41.47,86250,6,20.28,26.06,38.89,52.87,66.84,42190,54200,80900,109970,139020,,
TX,12420,"Austin-Round Rock-San Marcos, TX",15-2041,Statisticians,,70,13.1,0.085,0.46,33.7,70090,5.2,19.01,24.26,31.55,42.79,52.06,39550,50470,65630,89010,108280,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-0000,Architecture and Engineering Occupations,major,22140,8.3,28.097,1.56,36.27,75430,2.1,18.36,23.66,32.93,45.04,60.24,38190,49210,68500,93680,125310,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-1011,"Architects, Except Landscape and Naval",,710,16.7,0.903,1.39,35.25,73310,6.1,23.42,26.14,31.33,38.66,57.19,48720,54380,65170,80420,118950,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-1021,Cartographers and Photogrammetrists,,220,15.4,0.278,3.17,23.16,48170,10.6,12.99,15.86,19.8,28.55,41.09,27020,32980,41180,59380,85460,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-1022,Surveyors,,390,16.8,0.501,1.53,24.03,49990,6.9,14.9,16.78,22.51,28.81,37.06,30990,34900,46810,59930,77090,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2011,Aerospace Engineers,,**,**,**,**,43.02,89490,3.7,26.17,32.77,43.76,53.5,59.17,54440,68160,91030,111280,123070,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2031,Biomedical Engineers,,130,28.3,0.17,1.31,40.62,84490,8.3,20.29,23.45,32.24,46.32,67.77,42210,48780,67060,96340,140960,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2041,Chemical Engineers,,190,40.5,0.237,1.09,32.96,68550,12.5,19.42,20.85,23.43,42.97,54.82,40400,43370,48740,89390,114030,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2051,Civil Engineers,,2060,9.8,2.616,1.32,42.21,87800,3.2,26.77,31.34,37.86,48.31,58.91,55690,65190,78750,100490,122530,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2061,Computer Hardware Engineers,,3100,17.3,3.937,7.02,47.03,97830,3.2,30.57,34.82,43.8,58.44,70.35,63580,72430,91100,121560,146330,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2071,Electrical Engineers,,810,10.1,1.028,0.86,45.14,93890,5.6,24.58,32.05,42.08,55.94,70.16,51130,66660,87520,116360,145930,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2072,"Electronics Engineers, Except Computer",,2130,31.2,2.701,2.54,43.81,91130,3.3,27.43,33.81,42.89,54.03,64.71,57060,70320,89220,112380,134590,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2081,Environmental Engineers,,580,22.2,0.738,1.88,44.1,91720,3.8,26.74,33.01,41.91,54.23,67.36,55610,68670,87180,112800,140110,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,50,16.6,0.069,0.38,42.26,87910,11,22.7,31.06,36.37,48.93,57.79,47210,64610,75660,101780,120200,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2112,Industrial Engineers,,1010,10.3,1.279,0.78,39.74,82660,2.9,23.76,31.08,38.45,46.75,57.43,49430,64650,79970,97250,119450,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2141,Mechanical Engineers,,940,21,1.196,0.64,39.29,81730,3.9,23.15,29.77,36.47,46.68,57.94,48140,61920,75850,97100,120510,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2171,Petroleum Engineers,,490,38.6,0.622,2.58,63.75,132590,6.3,30.33,44.86,60.61,79.93,#,63100,93310,126070,166260,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-2199,"Engineers, All Other",,630,17.8,0.803,0.82,39.17,81480,9.9,24.27,26.39,30.61,44.77,65.45,50490,54900,63660,93130,136130,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3011,Architectural and Civil Drafters,,1020,17.1,1.295,1.94,22.86,47550,2.5,14.11,19.14,22.07,26.73,31.97,29350,39810,45910,55590,66510,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3012,Electrical and Electronics Drafters,,720,11.2,0.91,4.17,36.28,75450,7.9,19.45,25.08,37.83,44.18,53.42,40460,52170,78680,91900,111100,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3013,Mechanical Drafters,,220,31.7,0.284,0.57,27.3,56770,4.9,16.75,20.21,24.31,33.46,43.82,34840,42040,50570,69600,91150,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3019,"Drafters, All Other",,60,31.1,0.081,0.65,20.5,42650,10.3,8.16,9.23,17.21,26.79,41.1,16980,19190,35800,55730,85480,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3022,Civil Engineering Technicians,,1230,7.3,1.564,2.79,22.84,47510,2.4,15.39,18.52,22.14,26.95,31.19,32020,38520,46050,56050,64880,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3023,Electrical and Electronics Engineering Technicians,,3250,19.5,4.123,3.53,24.63,51230,3.1,15.95,19.13,22.78,29.23,35.3,33170,39790,47380,60800,73420,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3024,Electro-Mechanical Technicians,,60,14.5,0.081,0.62,25.17,52360,3.4,17.07,22.05,25.71,28.34,31.64,35510,45870,53480,58950,65810,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3025,Environmental Engineering Technicians,,110,14.5,0.136,0.9,23.25,48370,3.9,13.58,16.37,22.6,30.01,34.82,28250,34060,47000,62430,72430,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3026,Industrial Engineering Technicians,,270,12,0.347,0.71,25.71,53470,5.2,16.27,19.12,24.18,31.75,35.95,33840,39770,50290,66040,74780,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3027,Mechanical Engineering Technicians,,220,18.5,0.278,0.8,22.02,45800,4.6,13.32,17.98,21.58,26.35,31.5,27700,37390,44890,54800,65520,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3029,"Engineering Technicians, Except Drafters, All Other",,440,34.9,0.563,1.11,34.76,72310,7.1,19.26,24.41,29.34,43.14,55.28,40060,50760,61020,89740,114990,,
TX,12420,"Austin-Round Rock-San Marcos, TX",17-3031,Surveying and Mapping Technicians,,520,12.7,0.661,1.75,17.71,36830,4,11.91,13.28,16.15,21.39,27.2,24770,27610,33580,44490,56570,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-0000,"Life, Physical, and Social Science Occupations",major,9000,23.6,11.426,1.35,27.98,58190,2.3,14.65,18.82,24.47,33.11,44.87,30480,39150,50890,68870,93320,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-1013,Soil and Plant Scientists,,**,**,**,**,19.54,40640,11.3,10.67,12.5,17.07,26.06,33.4,22190,26000,35490,54210,69470,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-1021,Biochemists and Biophysicists,,**,**,**,**,27.24,56660,4.8,15.2,19.29,23.07,33.05,44.1,31610,40120,47980,68730,91730,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-1022,Microbiologists,,170,16.2,0.22,1.6,21.99,45740,3.8,15.54,16.5,20.02,24,29.39,32330,34320,41640,49910,61130,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-1023,Zoologists and Wildlife Biologists,,90,46.2,0.11,0.76,26.89,55930,1.6,16.21,19.08,25.13,34.77,41.93,33710,39680,52270,72330,87210,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-1042,"Medical Scientists, Except Epidemiologists",,340,5.9,0.426,0.57,35.36,73550,3.8,22.36,27.34,34.41,42.76,50.77,46510,56870,71580,88940,105600,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-1099,"Life Scientists, All Other",,**,**,**,**,25.79,53630,5.7,13.9,19.22,24.56,29.75,39.05,28910,39980,51080,61870,81210,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-2021,Atmospheric and Space Scientists,,**,**,**,**,38.79,80680,2,23.21,29.79,37.51,45.3,56.72,48280,61970,78010,94210,117980,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-2031,Chemists,,540,23.5,0.684,1.1,25.86,53780,4.7,16.18,19,23.02,31.53,39.62,33650,39530,47890,65590,82420,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-2032,Materials Scientists,,**,**,**,**,42.91,89250,5.1,20.56,24.86,39.36,57.79,70.46,42770,51710,81860,120200,146550,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-2041,"Environmental Scientists and Specialists, Including Health",,790,24.3,1.005,1.55,28.89,60090,3.5,17.63,20.46,24.27,35.62,49,36670,42550,50480,74080,101920,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-2042,"Geoscientists, Except Hydrologists and Geographers",,750,40,0.957,3.78,39.69,82560,6.9,24.65,27.96,33.88,44.3,65.98,51270,58150,70460,92150,137250,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-2043,Hydrologists,,170,12.5,0.213,3.93,32.28,67150,4.9,20.89,25.64,30.36,36.39,45.41,43450,53330,63140,75680,94460,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-2099,"Physical Scientists, All Other",,230,6.2,0.288,1.43,46.95,97660,8.4,20.68,27.09,48.65,63.52,71.49,43000,56350,101190,132120,148690,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3011,Economists,,130,30.9,0.162,1.46,44.39,92330,26.3,18.52,20.64,24.04,46.57,#,38520,42930,50000,96860,#,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3022,Survey Researchers,,40,22.1,0.057,0.43,16.19,33680,4,11.16,15.26,16.47,17.67,18.43,23220,31740,34250,36760,38330,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3031,"Clinical, Counseling, and School Psychologists",,690,15,0.879,1.12,27.16,56490,4.8,15.32,20.27,25.35,29.76,39.62,31860,42160,52720,61900,82420,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3039,"Psychologists, All Other",,40,12.6,0.045,0.55,41.65,86640,2.6,32.94,39.92,43,47.2,51.13,68520,83040,89440,98180,106360,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3091,Anthropologists and Archeologists,,160,34.7,0.199,4.76,24.67,51320,2.3,15.09,17.7,22.32,27.47,39.34,31390,36810,46430,57130,81820,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3092,Geographers,,30,4.7,0.044,3.92,29.61,61590,1.5,21.17,22.27,26.11,36.39,41.72,44040,46310,54310,75680,86780,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3093,Historians,,80,42.1,0.099,3.97,23.89,49680,1.6,16.05,18.83,22.02,27.38,35.26,33380,39170,45800,56960,73340,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-3094,Political Scientists,,**,**,**,**,37.93,78890,12.9,16.56,26.81,36.79,45.54,56.52,34450,55760,76510,94730,117570,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-4021,Biological Technicians,,570,20.8,0.721,1.28,19.05,39630,5.9,10.98,13.01,17.26,22.75,29.16,22840,27050,35890,47310,60660,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-4031,Chemical Technicians,,310,22.7,0.389,0.84,22.9,47630,7,12.64,15.97,20.19,27.78,34.09,26280,33210,41990,57780,70900,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-4041,Geological and Petroleum Technicians,,290,29.9,0.368,3.22,18.7,38890,12.9,10.21,13.2,17.17,22.67,30.91,21240,27460,35710,47160,64290,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-4061,Social Science Research Assistants,,230,39.8,0.288,1.41,17.71,36840,7.4,8.63,13.91,18.84,21.86,24.48,17940,28930,39190,45470,50920,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-4091,"Environmental Science and Protection Technicians, Including Health",,350,38,0.442,1.87,19.57,40700,2.8,12.88,14.73,18.92,23.28,27.67,26800,30640,39360,48430,57550,,
TX,12420,"Austin-Round Rock-San Marcos, TX",19-4099,"Life, Physical, and Social Science Technicians, All Other",,300,25.2,0.387,0.84,21.1,43900,8.4,12.54,13.84,18.08,27.39,34.87,26090,28790,37600,56960,72520,,
