PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TX,12420,"Austin-Round Rock, TX",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,30,35.5,0.041,0.505,16.55,34420,6.2,7.93,8.75,15.02,19.23,34.03,16500,18200,31250,39990,70790,,
TX,12420,"Austin-Round Rock, TX",27-1014,Multimedia Artists and Animators,,290,25.2,0.38,1.818,23.93,49780,6.9,12.77,15.65,21.05,30.96,41.64,26550,32550,43790,64390,86610,,
TX,12420,"Austin-Round Rock, TX",27-1019,"Artists and Related Workers, All Other",,**,**,**,**,19.33,40210,7.4,13.8,16.19,18.91,21.98,25.47,28710,33680,39340,45720,52980,,
TX,12420,"Austin-Round Rock, TX",27-1021,Commercial and Industrial Designers,,60,31.8,0.074,0.328,30.73,63920,5.4,16.68,22.15,30.62,38.12,48.65,34690,46070,63690,79280,101200,,
TX,12420,"Austin-Round Rock, TX",27-1023,Floral Designers,,160,15.4,0.209,0.555,11.75,24440,8.1,7.92,8.85,11.53,14.27,16.5,16470,18410,23990,29670,34320,,
TX,12420,"Austin-Round Rock, TX",27-1024,Graphic Designers,,1410,10.6,1.856,1.227,24.59,51150,3.2,13.14,17.4,22.18,28.5,35.83,27320,36190,46140,59290,74530,,
TX,12420,"Austin-Round Rock, TX",27-1025,Interior Designers,,340,25.3,0.447,1.416,19.85,41280,5.3,12.15,15.14,19.64,22.28,27.98,25270,31490,40860,46350,58200,,
TX,12420,"Austin-Round Rock, TX",27-1026,Merchandise Displayers and Window Trimmers,,370,17.2,0.485,0.958,13.16,27380,6,8.08,9.15,11.32,15.22,19.34,16810,19030,23540,31660,40230,,
TX,12420,"Austin-Round Rock, TX",27-2012,Producers and Directors,,440,17.5,0.583,0.887,28.27,58800,9.9,11.62,14.08,19.78,33.81,51.14,24170,29280,41140,70320,106370,,
TX,12420,"Austin-Round Rock, TX",27-2021,Athletes and Sports Competitors,,130,47,0.166,1.667,*,89050,27.8,*,*,*,*,*,23570,31460,48310,100020,#,TRUE,
TX,12420,"Austin-Round Rock, TX",27-2022,Coaches and Scouts,,940,20.3,1.24,0.855,*,44950,17.9,*,*,*,*,*,17420,21260,30080,44950,82590,TRUE,
TX,12420,"Austin-Round Rock, TX",27-2023,"Umpires, Referees, and Other Sports Officials",,**,**,**,**,*,40580,17.8,*,*,*,*,*,17230,25890,42130,52370,66560,TRUE,
TX,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,,250,11.3,0.334,2.057,22.14,46050,2.6,18.44,19.68,21.59,24.3,27.91,38360,40940,44910,50550,58050,,
TX,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,,170,21.7,0.226,0.663,22.77,*,17,8.3,11.61,21.65,30.22,35.81,*,*,*,*,*,,TRUE
TX,12420,"Austin-Round Rock, TX",27-3011,Radio and Television Announcers,,120,32.4,0.16,0.625,22.48,46750,16,8.61,11.86,16.03,22.51,41.37,17910,24680,33330,46830,86050,,
TX,12420,"Austin-Round Rock, TX",27-3012,Public Address System and Other Announcers,,**,**,**,**,10.9,22670,8.6,7.68,8.33,9.44,13.56,15.71,15980,17320,19630,28200,32670,,
TX,12420,"Austin-Round Rock, TX",27-3021,Broadcast News Analysts,,30,30.6,0.04,0.896,38.07,79180,8.2,15.48,22.68,32.45,49.33,67.47,32190,47180,67500,102610,140340,,
TX,12420,"Austin-Round Rock, TX",27-3022,Reporters and Correspondents,,310,15.2,0.409,1.152,19.94,41470,8,7.9,11.37,15.46,24.15,35.47,16430,23640,32160,50230,73770,,
TX,12420,"Austin-Round Rock, TX",27-3031,Public Relations Specialists,,3620,14.6,4.763,2.683,28.59,59460,3.4,15.18,19.54,25.14,33.74,46.1,31580,40640,52280,70170,95890,,
TX,12420,"Austin-Round Rock, TX",27-3041,Editors,,740,16.9,0.977,1.252,24.56,51080,2.7,14.42,18.38,22.07,30.55,38.14,30000,38230,45900,63550,79330,,
TX,12420,"Austin-Round Rock, TX",27-3042,Technical Writers,,690,17.3,0.904,2.612,27.63,57470,4.8,14.26,20.52,26.67,34.39,41.61,29660,42690,55460,71520,86550,,
TX,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,,470,7.5,0.612,1.898,35.4,73630,8.8,16.26,23.27,30.04,38,60.27,33820,48400,62470,79040,125350,,
TX,12420,"Austin-Round Rock, TX",27-3099,"Media and Communication Workers, All Other",,**,**,**,**,18.96,39430,6.4,9.11,13.19,18.32,23.72,28.27,18950,27420,38110,49340,58790,,
TX,12420,"Austin-Round Rock, TX",27-4011,Audio and Video Equipment Technicians,,400,38.4,0.532,1.423,17.18,35740,4.7,8.52,12.6,16.96,21.36,26.76,17710,26210,35280,44420,55660,,
TX,12420,"Austin-Round Rock, TX",27-4012,Broadcast Technicians,,150,20,0.193,0.804,20.1,41810,6.7,10.18,12.87,18.64,25.33,33.68,21160,26760,38770,52690,70050,,
TX,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,,110,39.6,0.146,1.186,17.62,36660,15.9,8.23,9.67,12.98,18.12,28.65,17120,20100,27000,37680,59600,,
TX,12420,"Austin-Round Rock, TX",27-4021,Photographers,,460,10.7,0.605,1.41,16.81,34960,10,8.84,12.39,15.89,18.64,25.63,18380,25770,33060,38770,53310,,
TX,12420,"Austin-Round Rock, TX",27-4031,"Camera Operators, Television, Video, and Motion Picture",,50,23.7,0.063,0.478,15.2,31610,6,8.43,10.88,14.04,18.22,25.41,17520,22630,29200,37900,52860,,
TX,12420,"Austin-Round Rock, TX",27-4032,Film and Video Editors,,110,28.8,0.143,0.912,22.1,45970,10.5,8.45,10.7,17.71,28.94,46.31,17570,22250,36840,60200,96320,,
TX,12420,"Austin-Round Rock, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,32750,5.3,43.101,0.746,32.05,66650,2.9,13.47,19.16,26.28,36.03,54.87,28010,39850,54650,74940,114130,,
TX,12420,"Austin-Round Rock, TX",29-1011,Chiropractors,,140,15.8,0.19,0.92,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",29-1021,"Dentists, General",,150,45.6,0.199,0.288,65.11,135430,22.5,37.98,40.95,51.92,70.78,#,78990,85180,107980,147220,#,,
TX,12420,"Austin-Round Rock, TX",29-1029,"Dentists, All Other Specialists",,**,**,**,**,73.21,152280,6.2,66.9,69.96,75,79.68,#,139150,145510,156000,165730,#,,
TX,12420,"Austin-Round Rock, TX",29-1031,Dietitians and Nutritionists,,240,16.2,0.31,0.736,29.93,62250,7.5,16.48,19.23,24.48,30.69,60.41,34280,40000,50910,63830,125650,,
TX,12420,"Austin-Round Rock, TX",29-1041,Optometrists,,60,23,0.085,0.408,40.09,83380,7.8,31.18,35.35,38.9,42.54,46.75,64840,73520,80910,88490,97240,,
TX,12420,"Austin-Round Rock, TX",29-1051,Pharmacists,,1540,10.7,2.022,0.959,52.89,110020,2.5,41.71,47.53,53.52,59.85,65.54,86760,98870,111310,124490,136310,,
TX,12420,"Austin-Round Rock, TX",29-1061,Anesthesiologists,,**,**,**,**,105.16,218720,22.8,23.98,#,#,#,#,49880,#,#,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1062,Family and General Practitioners,,320,31.3,0.427,0.555,86.15,179200,10.2,49.61,58.25,75.86,#,#,103190,121160,157790,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1063,"Internists, General",,**,**,**,**,95.78,199230,19.9,72.05,77.4,#,#,#,149870,160990,#,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1064,Obstetricians and Gynecologists,,60,41,0.085,0.542,72.08,149920,15.4,42.41,49.4,60.47,#,#,88220,102740,125780,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1065,"Pediatricians, General",,**,**,**,**,71.89,149540,4.3,42.76,71.94,77.58,#,#,88950,149630,161360,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1066,Psychiatrists,,**,**,**,**,54.79,113970,11.6,42.47,45.06,49.43,64.59,#,88340,93730,102800,134350,#,,
TX,12420,"Austin-Round Rock, TX",29-1067,Surgeons,,**,**,**,**,#,#,*,#,#,#,#,#,#,#,#,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1069,"Physicians and Surgeons, All Other",,950,20.8,1.246,0.539,98.84,205580,8.6,42.01,74.19,#,#,#,87380,154310,#,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1071,Physician Assistants,,390,23.8,0.516,0.805,41.33,85960,9.4,15.16,26.5,39.17,51.82,76.17,31520,55120,81470,107780,158440,,
TX,12420,"Austin-Round Rock, TX",29-1081,Podiatrists,,50,39.5,0.069,0.942,76.76,159670,26.3,9.18,35.3,79.02,#,#,19090,73410,164360,#,#,,
TX,12420,"Austin-Round Rock, TX",29-1111,Registered Nurses*,,10080,10,13.263,0.635,31.42,65350,2.4,21.93,24.83,29.02,34.96,41.96,45620,51640,60350,72720,87280,,
TX,12420,"Austin-Round Rock, TX",29-1122,Occupational Therapists,,490,9,0.648,0.821,33.99,70700,2.8,24.37,27.59,32.53,41.05,46.99,50680,57380,67670,85390,97730,,
TX,12420,"Austin-Round Rock, TX",29-1123,Physical Therapists,,1020,10.1,1.348,0.95,32.76,68140,4.7,18.87,25.41,32.43,39.21,45.96,39250,52860,67460,81550,95600,,
TX,12420,"Austin-Round Rock, TX",29-1124,Radiation Therapists,,**,**,**,**,34.65,72080,7.6,22,26.87,34.37,43.2,49.11,45750,55880,71490,89870,102140,,
TX,12420,"Austin-Round Rock, TX",29-1125,Recreational Therapists,,30,37.8,0.046,0.281,19.23,39990,4.6,13.93,16.12,18.79,23,25.7,28970,33520,39090,47840,53460,,
TX,12420,"Austin-Round Rock, TX",29-1126,Respiratory Therapists,,640,12.3,0.843,0.981,26.55,55210,2.8,20.23,23.18,26.03,29.26,34.34,42080,48220,54150,60850,71420,,
TX,12420,"Austin-Round Rock, TX",29-1127,Speech-Language Pathologists,,740,9.6,0.969,1.094,29.51,61380,3.7,19.4,23.73,27.45,33.68,44.2,40350,49350,57100,70050,91940,,
TX,12420,"Austin-Round Rock, TX",29-1128,"Therapists, All Other*",,**,**,**,**,25.59,53220,2.9,19.88,23.13,25.53,27.91,31.44,41340,48110,53100,58050,65400,,
TX,12420,"Austin-Round Rock, TX",29-1131,Veterinarians,,510,17.2,0.665,1.551,41.05,85390,8.3,25.21,33.36,41.83,50.59,55.51,52430,69380,87000,105230,115450,,
TX,12420,"Austin-Round Rock, TX",29-1199,"Health Diagnosing and Treating Practitioners, All Other",,**,**,**,**,29.72,61810,5,15.7,17.22,33.1,39.96,43.48,32650,35810,68840,83110,90430,,
TX,12420,"Austin-Round Rock, TX",29-2011,Medical and Clinical Laboratory Technologists,,640,12.4,0.843,0.652,23.04,47920,2.9,15.18,19.27,23.03,26.78,30.68,31580,40070,47900,55700,63810,,
TX,12420,"Austin-Round Rock, TX",29-2012,Medical and Clinical Laboratory Technicians,,630,14.5,0.823,0.668,17.98,37400,4.5,11.97,13.95,17.4,20.72,23.53,24890,29020,36180,43100,48930,,
TX,12420,"Austin-Round Rock, TX",29-2021,Dental Hygienists,,720,21.6,0.953,0.682,37.11,77180,5.1,30.81,32.98,35.79,39.94,44.61,64090,68590,74450,83080,92790,,
TX,12420,"Austin-Round Rock, TX",29-2031,Cardiovascular Technologists and Technicians,,150,24.6,0.193,0.503,27.83,57880,2.7,19.83,23.96,29.33,32.81,35.24,41250,49840,61010,68250,73290,,
TX,12420,"Austin-Round Rock, TX",29-2032,Diagnostic Medical Sonographers,,310,24,0.402,0.964,29.49,61340,2.1,22.84,26.12,29.66,33.58,38.12,47510,54340,61690,69840,79280,,
TX,12420,"Austin-Round Rock, TX",29-2033,Nuclear Medicine Technologists,,80,26.9,0.102,0.6,36.37,75650,4.3,27.77,31.72,35.91,41.67,47.67,57760,65990,74690,86660,99150,,
TX,12420,"Austin-Round Rock, TX",29-2037,Radiologic Technologists and Technicians*,,930,23.1,1.221,0.716,25.37,52770,4.6,16.43,20.29,25.79,30.11,34.83,34170,42210,53640,62630,72440,,
TX,12420,"Austin-Round Rock, TX",29-2041,Emergency Medical Technicians and Paramedics,,1320,22,1.739,0.997,16.14,33580,6.6,10.72,12.02,14.85,20.06,23.23,22300,24990,30880,41730,48320,,
TX,12420,"Austin-Round Rock, TX",29-2051,Dietetic Technicians,,110,18.7,0.141,0.75,14.78,30730,7.2,8.61,9.92,13.22,19.27,24.38,17900,20640,27490,40090,50710,,
TX,12420,"Austin-Round Rock, TX",29-2052,Pharmacy Technicians,,2000,15.4,2.634,1.004,14.91,31010,2.3,11.26,12.69,14.6,17.15,19.11,23430,26400,30370,35660,39750,,
TX,12420,"Austin-Round Rock, TX",29-2054,Respiratory Therapy Technicians,,130,19.2,0.171,1.601,22.9,47630,5.2,12.91,16.84,24.25,27.99,31.88,26840,35020,50440,58230,66300,,
TX,12420,"Austin-Round Rock, TX",29-2055,Surgical Technologists,,520,23.5,0.682,0.94,20.42,42470,2.1,15.64,17.36,20,23.15,26.96,32520,36110,41600,48160,56070,,
TX,12420,"Austin-Round Rock, TX",29-2056,Veterinary Technologists and Technicians,,590,24.6,0.781,1.243,12.57,26140,2.9,9.72,10.86,12.48,14.13,15.92,20210,22600,25960,29400,33120,,
TX,12420,"Austin-Round Rock, TX",29-2061,Licensed Practical and Licensed Vocational Nurses,,2880,7.9,3.785,0.659,21.21,44120,1.3,16.64,18.85,21.19,24.02,26.75,34600,39210,44070,49950,55640,,
TX,12420,"Austin-Round Rock, TX",29-2071,Medical Records and Health Information Technicians,,940,22.4,1.234,0.891,15.34,31910,4.8,9.89,12.47,14.37,17.13,22.13,20570,25940,29890,35630,46040,,
TX,12420,"Austin-Round Rock, TX",29-2081,"Opticians, Dispensing",,210,14.3,0.275,0.562,14.62,30410,7.7,8.86,12.52,15.54,17.25,18.32,18430,26030,32320,35890,38100,,
TX,12420,"Austin-Round Rock, TX",29-2799,"Health Technologists and Technicians, All Other*",,540,27.8,0.707,1.022,18.14,37720,10.8,11.77,14.68,16.79,23.34,26.95,24470,30540,34930,48550,56050,,
TX,12420,"Austin-Round Rock, TX",29-9011,Occupational Health and Safety Specialists,,330,22.8,0.438,1.018,34.35,71440,9.5,19.88,24.59,33.03,43.36,52.55,41340,51150,68700,90190,109310,,
TX,12420,"Austin-Round Rock, TX",29-9012,Occupational Health and Safety Technicians,,80,34.6,0.112,1.419,26.37,54860,6.9,19.45,22.34,25.91,30.19,34.88,40450,46470,53900,62800,72540,,
TX,12420,"Austin-Round Rock, TX",29-9091,Athletic Trainers,,210,18.1,0.27,2.106,*,52550,6.4,*,*,*,*,*,27740,39800,51010,61360,75140,TRUE,
TX,12420,"Austin-Round Rock, TX",29-9799,"Healthcare Practitioners and Technical Workers, All Other*",,**,**,**,**,19.21,39950,4.5,13.35,15.42,17.92,21.39,25.96,27760,32080,37260,44490,53990,,
TX,12420,"Austin-Round Rock, TX",31-0000,Healthcare Support Occupations,major,18160,5.9,23.899,0.766,12.74,26500,3.1,7.95,9.07,11.56,14.96,18.42,16530,18870,24050,31120,38310,,
TX,12420,"Austin-Round Rock, TX",31-1011,Home Health Aides,,4650,13.7,6.124,0.792,9.41,19580,3.9,7.59,8.08,8.89,10.2,12.25,15790,16820,18500,21210,25490,,
TX,12420,"Austin-Round Rock, TX",31-1012,"Nursing Aides, Orderlies, and Attendants*",,4200,12.1,5.523,0.484,10.83,22520,2.4,7.92,9.67,10.78,12.02,13.89,16470,20120,22430,25000,28880,,
TX,12420,"Austin-Round Rock, TX",31-1013,Psychiatric Aides,,860,39,1.131,2.221,8.98,18690,2.7,7.54,7.94,8.61,9.27,12.69,15690,16520,17900,19290,26390,,
TX,12420,"Austin-Round Rock, TX",31-2011,Occupational Therapy Assistants,,120,22.2,0.152,0.697,27.64,57500,6.3,18.83,21.91,27.55,32.8,38.26,39180,45570,57300,68230,79590,,
TX,12420,"Austin-Round Rock, TX",31-2021,Physical Therapist Assistants,,200,20.7,0.26,0.501,23.71,49320,8,13.39,19.14,23.38,27.9,36.35,27850,39800,48630,58020,75610,,
TX,12420,"Austin-Round Rock, TX",31-2022,Physical Therapist Aides,,200,24.8,0.26,0.72,10.56,21960,3.4,7.79,8.41,9.82,12.89,14.08,16200,17490,20420,26800,29280,,
TX,12420,"Austin-Round Rock, TX",31-9011,Massage Therapists,,840,31.9,1.111,2.352,21.35,44410,7.1,8.09,9.35,16.67,32.89,40.57,16820,19450,34670,68400,84380,,
TX,12420,"Austin-Round Rock, TX",31-9091,Dental Assistants,,1340,24.6,1.762,0.762,17,35350,4.7,11.17,14.76,17.23,19.58,22.45,23230,30700,35840,40730,46690,,
TX,12420,"Austin-Round Rock, TX",31-9092,Medical Assistants,,4010,11.3,5.276,1.282,14.69,30560,2.3,11.52,12.78,14.52,16.61,18.22,23970,26590,30210,34540,37910,,
TX,12420,"Austin-Round Rock, TX",31-9093,Medical Equipment Preparers,,250,19.7,0.328,0.881,14.9,31000,3.7,9.97,10.96,13.16,16.47,22.56,20730,22790,27370,34250,46930,,
TX,12420,"Austin-Round Rock, TX",31-9094,Medical Transcriptionists,,260,14.5,0.341,0.55,18.3,38050,5.3,13.2,15.68,18.64,20.87,22.5,27450,32620,38780,43410,46800,,
TX,12420,"Austin-Round Rock, TX",31-9095,Pharmacy Aides,,240,17.5,0.315,0.808,11.2,23290,2.4,8.21,9.15,10.84,13.02,15.1,17070,19020,22550,27090,31410,,
TX,12420,"Austin-Round Rock, TX",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,450,28.5,0.589,1.061,10.92,22710,8.3,7.87,8.65,10.53,12.9,15.25,16360,18000,21900,26840,31710,,
TX,12420,"Austin-Round Rock, TX",31-9799,"Healthcare Support Workers, All Other*",,520,23.8,0.687,0.45,15.85,32970,5,10.93,13.15,15.36,18.05,22.01,22740,27350,31950,37540,45790,,
TX,12420,"Austin-Round Rock, TX",33-0000,Protective Service Occupations,major,16190,10.4,21.303,0.849,19.92,41440,6.5,9.55,11.65,18.08,26.62,33.77,19870,24240,37610,55360,70230,,
TX,12420,"Austin-Round Rock, TX",33-1011,First-Line Supervisors of Correctional Officers,,130,9.1,0.175,0.557,24.76,51500,2.9,15.96,19.04,22.3,31.27,35.94,33200,39610,46380,65050,74760,,
TX,12420,"Austin-Round Rock, TX",33-1012,First-Line Supervisors of Police and Detectives,,510,3.8,0.665,0.827,31.82,66190,6.2,15.15,18.79,30.89,43.03,52.11,31500,39080,64250,89490,108380,,
TX,12420,"Austin-Round Rock, TX",33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,380,6.8,0.495,1.07,32.05,66660,2.7,23.52,27.66,31.96,35.52,43.07,48920,57540,66480,73890,89580,,
TX,12420,"Austin-Round Rock, TX",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,270,48.1,0.358,0.824,19.09,39700,7.6,9.49,15.15,17.99,22.55,28.22,19730,31520,37410,46910,58710,,
TX,12420,"Austin-Round Rock, TX",33-2011,Firefighters,,2150,31.7,2.83,1.189,23.09,48030,2.6,13.78,19.09,23.41,27.61,32.5,28650,39710,48690,57430,67590,,
TX,12420,"Austin-Round Rock, TX",33-3011,Bailiffs,,40,3.8,0.05,0.367,17.28,35940,9.7,10.52,13.13,15.46,22.06,26.13,21870,27310,32160,45890,54360,,
TX,12420,"Austin-Round Rock, TX",33-3012,Correctional Officers and Jailers,,1380,6,1.818,0.505,15.8,32860,3.9,10.72,11.88,15.6,18.21,22.39,22290,24710,32440,37880,46570,,
TX,12420,"Austin-Round Rock, TX",33-3021,Detectives and Criminal Investigators,,1390,11.2,1.834,2.107,29.37,61090,6.7,16.22,20.25,26.88,38.73,44.66,33730,42130,55910,80550,92890,,
TX,12420,"Austin-Round Rock, TX",33-3041,Parking Enforcement Workers,,40,43.3,0.053,0.714,12.26,25510,6.3,8.93,10.35,12.1,14.17,16.45,18570,21530,25160,29470,34220,,
TX,12420,"Austin-Round Rock, TX",33-3051,Police and Sheriff's Patrol Officers,,3570,22.2,4.7,0.927,25.96,53990,4.2,17.69,21.38,26.18,30.98,34.7,36800,44480,54450,64430,72180,,
TX,12420,"Austin-Round Rock, TX",33-9011,Animal Control Workers,,100,28.3,0.133,1.124,14.68,30530,2.1,11.1,12.59,14.18,16.89,19.26,23080,26180,29500,35130,40060,,
TX,12420,"Austin-Round Rock, TX",33-9021,Private Detectives and Investigators,,100,38.5,0.128,0.577,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",33-9032,Security Guards,,4840,8.5,6.37,0.804,12.19,25350,3,8.48,10.02,11.28,12.96,16.59,17640,20840,23450,26950,34520,,
TX,12420,"Austin-Round Rock, TX",33-9091,Crossing Guards,,400,4.6,0.531,0.982,8.99,18700,4.6,7.54,7.92,8.56,9.21,12.1,15670,16470,17810,19150,25180,,
TX,12420,"Austin-Round Rock, TX",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",,380,25.2,0.498,0.539,9.6,19970,3.4,7.73,8.41,9.63,10.9,11.62,16070,17490,20040,22670,24160,,
TX,12420,"Austin-Round Rock, TX",33-9093,Transportation Security Screeners* (federal only),,200,0,0.262,0.785,17.7,36820,*,14.15,16.09,17.35,19.04,20.96,29430,33460,36080,39600,43600,,
TX,12420,"Austin-Round Rock, TX",33-9099,"Protective Service Workers, All Other *",,260,3.3,0.338,0.542,18.65,38790,10.4,8.7,11.72,15.44,29.19,33.57,18100,24390,32110,60720,69820,,
TX,12420,"Austin-Round Rock, TX",35-0000,Food Preparation and Serving Related Occupations,major,69230,1.5,91.108,1.05,9.55,19870,1,7.48,7.8,8.7,10.09,13.07,15560,16220,18090,20990,27180,,
TX,12420,"Austin-Round Rock, TX",35-1011,Chefs and Head Cooks,,460,19.8,0.603,0.847,21.63,45000,6.2,12.64,15.38,20.45,25.63,33.36,26300,32000,42540,53310,69400,,
TX,12420,"Austin-Round Rock, TX",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,,4770,10.2,6.275,1.031,15.31,31850,3,9.51,11.38,14.15,19.02,22.83,19790,23680,29440,39560,47490,,
TX,12420,"Austin-Round Rock, TX",35-2011,"Cooks, Fast Food",,2100,31.6,2.764,0.669,8.89,18480,2.5,7.53,7.95,8.82,9.72,10.81,15660,16540,18350,20210,22490,,
TX,12420,"Austin-Round Rock, TX",35-2012,"Cooks, Institution and Cafeteria",,1640,7.1,2.154,0.706,11.16,23200,2,8.23,9.45,10.92,12.82,14.45,17120,19660,22700,26670,30060,,
TX,12420,"Austin-Round Rock, TX",35-2014,"Cooks, Restaurant",,4910,11.5,6.457,0.911,9.98,20770,2.5,7.63,8.32,9.56,11.27,13.44,15870,17310,19890,23450,27950,,
TX,12420,"Austin-Round Rock, TX",35-2015,"Cooks, Short Order",,1590,49.2,2.098,1.552,9.68,20130,4,7.83,8.64,9.92,10.9,11.48,16280,17970,20620,22670,23890,,
TX,12420,"Austin-Round Rock, TX",35-2019,"Cooks, All Other",,**,**,**,**,10.76,22390,2.7,9.55,9.95,10.62,11.3,12.66,19860,20700,22100,23490,26320,,
TX,12420,"Austin-Round Rock, TX",35-2021,Food Preparation Workers,,2570,22,3.379,0.535,9.71,20210,4.9,7.42,7.64,8.52,10.3,14.25,15440,15900,17720,21420,29640,,
TX,12420,"Austin-Round Rock, TX",35-3011,Bartenders,,2780,9.1,3.657,0.938,9.76,20300,3.7,7.47,7.75,8.65,10.38,13.53,15530,16110,18000,21590,28140,,
TX,12420,"Austin-Round Rock, TX",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",,17010,10.1,22.384,1.057,9.08,18880,1.7,7.5,7.84,8.68,9.72,11.59,15610,16310,18050,20230,24100,,
TX,12420,"Austin-Round Rock, TX",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",,3100,18.2,4.074,1.159,8.59,17870,2.3,7.41,7.61,8.27,9.25,10.88,15410,15820,17190,19240,22620,,
TX,12420,"Austin-Round Rock, TX",35-3031,Waiters and Waitresses,,17000,9,22.37,1.267,8.59,17880,1.7,7.44,7.68,8.29,8.99,9.73,15470,15980,17240,18700,20240,,
TX,12420,"Austin-Round Rock, TX",35-3041,"Food Servers, Nonrestaurant",,650,19.6,0.854,0.529,9.36,19470,2.5,7.54,7.96,8.74,10.13,12.49,15690,16550,18180,21080,25970,,
TX,12420,"Austin-Round Rock, TX",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,,3520,14,4.629,1.505,8.37,17410,1.6,7.43,7.66,8.25,8.94,9.46,15450,15930,17150,18590,19690,,
TX,12420,"Austin-Round Rock, TX",35-9021,Dishwashers,,4350,38.1,5.719,1.437,8.34,17350,2.5,7.4,7.57,8.06,8.96,9.97,15380,15750,16760,18650,20750,,
TX,12420,"Austin-Round Rock, TX",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,2420,13.8,3.188,1.231,9.15,19020,2.3,7.51,7.92,8.78,10.36,11.86,15630,16470,18250,21550,24680,,
TX,12420,"Austin-Round Rock, TX",35-9099,"Food Preparation and Serving Related Workers, All Other",,350,13.7,0.459,1.3,10.86,22600,3.5,7.83,8.67,10.29,12.32,14.86,16280,18040,21400,25620,30920,,
TX,12420,"Austin-Round Rock, TX",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,23150,6.4,30.458,0.927,11.03,22950,2.1,7.64,8.37,9.93,12.77,16.04,15900,17400,20660,26570,33360,,
TX,12420,"Austin-Round Rock, TX",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,,680,10.8,0.898,0.661,15.21,31630,2.3,9.33,11.66,14.3,18.86,22.2,19400,24250,29740,39230,46170,,
TX,12420,"Austin-Round Rock, TX",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,770,13.7,1.01,1.276,20.45,42530,5.1,12.05,15.14,19.28,23.05,30.94,25050,31480,40100,47940,64360,,
TX,12420,"Austin-Round Rock, TX",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,11660,9.7,15.346,0.947,10.25,21310,2.7,7.65,8.3,9.53,11.71,14.03,15920,17270,19820,24360,29190,,
TX,12420,"Austin-Round Rock, TX",37-2012,Maids and Housekeeping Cleaners,,3260,7.4,4.284,0.629,8.79,18280,1.4,7.45,7.72,8.53,9.52,11.1,15500,16050,17740,19800,23090,,
TX,12420,"Austin-Round Rock, TX",37-2021,Pest Control Workers,,340,40.4,0.448,0.911,14.19,29510,7,11.23,12.33,13.5,14.68,20.01,23360,25640,28080,30530,41620,,
TX,12420,"Austin-Round Rock, TX",37-3011,Landscaping and Groundskeeping Workers,,6050,11.3,7.964,1.22,11.74,24420,3.7,7.74,8.81,11.13,14.17,17.24,16100,18330,23160,29470,35850,,
TX,12420,"Austin-Round Rock, TX",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,**,**,**,**,14.59,30350,5.4,12.95,13.5,14.41,15.34,15.9,26930,28070,29980,31910,33070,,
TX,12420,"Austin-Round Rock, TX",37-3013,Tree Trimmers and Pruners,,**,**,**,**,13.46,28000,3.2,9.67,11.9,13.48,15.47,17.36,20100,24750,28050,32170,36110,,
TX,12420,"Austin-Round Rock, TX",39-0000,Personal Care and Service Occupations,major,18750,5.6,24.675,0.916,11.99,24950,2.8,7.64,8.31,9.79,13.21,20.07,15890,17290,20370,27480,41740,,
