PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TX,12420,"Austin-Round Rock, TX",15-1131,Computer Programmers,,4430,11.1,5.826,2.22,43.39,90250,8.3,21.64,26.8,34.97,48.91,#,45020,55740,72740,101730,#,,
TX,12420,"Austin-Round Rock, TX",15-1132,"Software Developers, Applications",,7290,13.3,9.592,2.442,44.92,93430,2.5,27.05,33.39,44.06,55.33,66.46,56260,69460,91650,115080,138230,,
TX,12420,"Austin-Round Rock, TX",15-1133,"Software Developers, Systems Software",,6630,7.2,8.721,2.925,47.33,98450,1.6,31.62,37.79,45.85,56.31,67.13,65770,78600,95370,117120,139620,,
TX,12420,"Austin-Round Rock, TX",15-1141,Database Administrators,,1690,7.3,2.23,2.723,36.03,74940,2,20.71,26.81,36.54,45.16,53.61,43070,55760,76000,93930,111510,,
TX,12420,"Austin-Round Rock, TX",15-1142,Network and Computer Systems Administrators*,,2760,9.2,3.626,1.383,33.16,68960,1.9,20.7,25.14,31.7,39.3,48.87,43060,52290,65930,81740,101650,,
TX,12420,"Austin-Round Rock, TX",15-1150,Computer Support Specialists,,5700,6.7,7.506,1.647,25.33,52690,3.2,13.76,17.51,22.93,30.95,40.55,28610,36410,47690,64380,84340,,
TX,12420,"Austin-Round Rock, TX",15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects",,3370,9.9,4.44,2.319,42.49,88380,3.6,23.02,28.59,40.58,54.46,66.59,47880,59480,84410,113270,138510,,
TX,12420,"Austin-Round Rock, TX",15-1799,"Computer Occupations, All Other*",,1110,8.7,1.455,1.01,40.35,83930,3.6,22.58,33.61,40.69,47.21,52.68,46960,69900,84630,98190,109580,,
TX,12420,"Austin-Round Rock, TX",15-2011,Actuaries,,130,20.4,0.175,1.214,48.87,101650,25.4,25.31,29.79,35.7,53.87,#,52650,61960,74250,112040,#,,
TX,12420,"Austin-Round Rock, TX",15-2031,Operations Research Analysts,,1040,13.4,1.365,2.789,39.09,81310,5,20.04,25.46,37.53,50.48,62.76,41680,52960,78070,105000,130530,,
TX,12420,"Austin-Round Rock, TX",15-2041,Statisticians,,60,14.6,0.084,0.468,34.26,71270,7.6,19.28,23.87,28.89,43,52.77,40100,49650,60090,89450,109760,,
TX,12420,"Austin-Round Rock, TX",17-0000,Architecture and Engineering Occupations,major,20200,7.4,26.58,1.465,35.19,73200,2,18.24,23.14,31.79,43.56,57.84,37930,48140,66120,90600,120310,,
TX,12420,"Austin-Round Rock, TX",17-1011,"Architects, Except Landscape and Naval",,850,12,1.123,1.627,35.28,73380,7.2,22.9,26.05,30.73,38.3,55.01,47640,54180,63910,79670,114420,,
TX,12420,"Austin-Round Rock, TX",17-1012,Landscape Architects,,**,**,**,**,27.46,57120,8.8,10.12,11.15,22.36,31.24,48.34,21060,23190,46500,64980,100560,,
TX,12420,"Austin-Round Rock, TX",17-1021,Cartographers and Photogrammetrists,,90,27.8,0.121,1.318,26.14,54380,8.4,15.77,18.13,22.56,36.41,42.61,32810,37700,46920,75740,88630,,
TX,12420,"Austin-Round Rock, TX",17-1022,Surveyors,,400,11.5,0.532,1.538,24.27,50490,7.2,14.65,17.5,23.05,29.61,37.53,30480,36390,47950,61600,78050,,
TX,12420,"Austin-Round Rock, TX",17-2011,Aerospace Engineers,,**,**,**,**,40.78,84820,5.8,25.6,30.93,40.72,50.75,57.36,53240,64320,84690,105560,119310,,
TX,12420,"Austin-Round Rock, TX",17-2021,Agricultural Engineers,,**,**,**,**,39.22,81580,6.8,36.49,38.02,40.57,43.16,44.73,75890,79080,84380,89780,93040,,
TX,12420,"Austin-Round Rock, TX",17-2031,Biomedical Engineers,,110,35.5,0.145,1.206,37.85,78740,16.8,19.69,22.13,28.98,41.25,57.94,40960,46020,60280,85800,120510,,
TX,12420,"Austin-Round Rock, TX",17-2041,Chemical Engineers,,170,45.6,0.224,0.991,30.91,64290,10.8,18.97,20.2,22.26,39.65,52.62,39460,42020,46290,82480,109440,,
TX,12420,"Austin-Round Rock, TX",17-2051,Civil Engineers,,1980,12.6,2.6,1.326,40.72,84700,4.1,25.65,30.01,36.14,45.22,57.2,53360,62420,75170,94050,118980,,
TX,12420,"Austin-Round Rock, TX",17-2061,Computer Hardware Engineers,,1560,25.1,2.054,3.899,48.01,99870,2.5,30.64,36.06,44.69,60.87,70.41,63740,75000,92950,126600,146460,,
TX,12420,"Austin-Round Rock, TX",17-2071,Electrical Engineers,,930,8.1,1.225,1.047,46.25,96190,5.1,26.28,32.17,44.1,56.48,69.4,54670,66920,91730,117470,144360,,
TX,12420,"Austin-Round Rock, TX",17-2072,"Electronics Engineers, Except Computer",,2290,26.6,3.013,2.865,43.09,89620,2.7,26.15,32.99,41.67,52.87,64.45,54400,68620,86670,109970,134050,,
TX,12420,"Austin-Round Rock, TX",17-2081,Environmental Engineers,,670,17.9,0.879,2.243,41.25,85800,3.6,23.99,29.73,38.99,50.2,64.69,49890,61840,81100,104420,134550,,
TX,12420,"Austin-Round Rock, TX",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,60,11.9,0.081,0.44,41.64,86610,7.9,26.82,31.61,37.59,47.63,56.44,55790,65760,78190,99080,117390,,
TX,12420,"Austin-Round Rock, TX",17-2112,Industrial Engineers,,1060,4.9,1.39,0.87,41.79,86930,2.5,27,33.64,40.43,49.12,60.71,56160,69970,84090,102160,126270,,
TX,12420,"Austin-Round Rock, TX",17-2131,Materials Engineers,,50,10.5,0.07,0.408,44.53,92620,6.3,24.52,35.1,42.33,54.59,69.97,51010,73010,88050,113550,145530,,
TX,12420,"Austin-Round Rock, TX",17-2141,Mechanical Engineers,,820,13.7,1.075,0.583,39.76,82710,3.1,23.83,29.97,37.6,48.81,59.55,49570,62340,78210,101530,123860,,
TX,12420,"Austin-Round Rock, TX",17-2171,Petroleum Engineers,,**,**,**,**,57.87,120370,8.4,25.98,40.72,56.77,75.49,#,54050,84700,118080,157020,#,,
TX,12420,"Austin-Round Rock, TX",17-2199,"Engineers, All Other",,570,18.8,0.749,0.682,39.08,81280,7.3,24.03,26.79,34.66,47.4,62.21,49990,55730,72080,98580,129390,,
TX,12420,"Austin-Round Rock, TX",17-3011,Architectural and Civil Drafters,,1090,20.7,1.433,2.031,23.03,47900,2.4,15.43,19.3,22.09,26.62,31.77,32100,40140,45940,55370,66080,,
TX,12420,"Austin-Round Rock, TX",17-3012,Electrical and Electronics Drafters,,620,10.2,0.813,3.696,35.92,74720,8.1,19.27,24.27,37.6,43.58,52.49,40090,50470,78220,90640,109180,,
TX,12420,"Austin-Round Rock, TX",17-3013,Mechanical Drafters,,330,28.9,0.436,0.86,25.45,52930,4.1,17.53,20.13,23.72,29.16,37.32,36460,41870,49350,60660,77630,,
TX,12420,"Austin-Round Rock, TX",17-3019,"Drafters, All Other",,50,28.8,0.07,0.585,19.87,41340,11.1,8.03,9.09,17.15,26.11,38.76,16690,18900,35680,54300,80630,,
TX,12420,"Austin-Round Rock, TX",17-3022,Civil Engineering Technicians,,1350,8.3,1.772,2.923,22.51,46830,2.2,14.9,18.55,22.14,26.71,31.23,30990,38580,46050,55560,64960,,
TX,12420,"Austin-Round Rock, TX",17-3023,Electrical and Electronics Engineering Technicians,,2390,16.5,3.142,2.703,25,52010,2.5,16.17,18.97,23.44,29.9,36.04,33630,39450,48760,62180,74950,,
TX,12420,"Austin-Round Rock, TX",17-3024,Electro-Mechanical Technicians,,60,30.4,0.076,0.605,25.84,53750,4.4,18.97,23.73,25.95,28.18,31.21,39450,49360,53980,58610,64910,,
TX,12420,"Austin-Round Rock, TX",17-3025,Environmental Engineering Technicians,,150,32.3,0.204,1.405,22.18,46140,3.9,13.38,15.66,21.66,27.67,33.12,27830,32560,45060,57550,68900,,
TX,12420,"Austin-Round Rock, TX",17-3026,Industrial Engineering Technicians,,530,8.6,0.703,1.45,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",17-3027,Mechanical Engineering Technicians,,210,22.6,0.28,0.806,22.25,46280,5.8,13.15,17.64,21.94,25.78,33.12,27360,36690,45630,53620,68890,,
TX,12420,"Austin-Round Rock, TX",17-3029,"Engineering Technicians, Except Drafters, All Other",,280,22.5,0.371,0.708,29.91,62200,7,16.29,23.14,27.35,33.12,40.53,33880,48140,56880,68880,84290,,
TX,12420,"Austin-Round Rock, TX",17-3031,Surveying and Mapping Technicians,,630,20.5,0.835,1.97,18.29,38040,2.2,12.88,14.62,17.52,21.23,24.95,26790,30410,36430,44160,51890,,
TX,12420,"Austin-Round Rock, TX",19-0000,"Life, Physical, and Social Science Occupations",major,9020,23.5,11.871,1.417,27.43,57060,2.5,13.8,18,23.77,32.33,44.05,28710,37440,49440,67250,91630,,
TX,12420,"Austin-Round Rock, TX",19-1013,Soil and Plant Scientists,,**,**,**,**,18.19,37840,7.9,10.4,11.89,15.96,18.84,35.28,21620,24740,33200,39180,73380,,
TX,12420,"Austin-Round Rock, TX",19-1021,Biochemists and Biophysicists,,**,**,**,**,25.76,53590,4.2,14.39,18.66,22.11,30.78,42.15,29920,38810,45990,64030,87680,,
TX,12420,"Austin-Round Rock, TX",19-1022,Microbiologists,,140,4.1,0.188,1.303,22.3,46380,4.4,15.69,17.25,20.31,24.72,30.46,32640,35890,42240,51420,63360,,
TX,12420,"Austin-Round Rock, TX",19-1023,Zoologists and Wildlife Biologists,,90,43.5,0.123,0.896,27,56170,1.5,16.53,19.74,25.54,35.2,41.1,34370,41060,53110,73220,85490,,
TX,12420,"Austin-Round Rock, TX",19-1099,"Life Scientists, All Other",,**,**,**,**,24.97,51930,5.2,13.67,18.66,23.73,28.9,37.52,28440,38820,49360,60120,78050,,
TX,12420,"Austin-Round Rock, TX",19-2021,Atmospheric and Space Scientists,,**,**,**,**,38.28,79620,1.8,23.9,29.57,37.21,44.14,55.91,49710,61510,77390,91820,116290,,
TX,12420,"Austin-Round Rock, TX",19-2031,Chemists,,480,22.6,0.634,1.005,24.48,50910,4.9,15.52,18.62,22.36,30.64,36.07,32280,38720,46510,63720,75030,,
TX,12420,"Austin-Round Rock, TX",19-2032,Materials Scientists,,**,**,**,**,42.64,88690,5.5,19.79,24.17,40.27,57.16,69.34,41160,50280,83770,118900,144220,,
TX,12420,"Austin-Round Rock, TX",19-2041,"Environmental Scientists and Specialists, Including Health",,800,26.3,1.051,1.635,30.22,62870,5.5,17.48,20.18,25.41,36.65,50.95,36360,41980,52850,76240,105980,,
TX,12420,"Austin-Round Rock, TX",19-2042,"Geoscientists, Except Hydrologists and Geographers",,710,44.2,0.94,3.876,40.43,84090,6.5,24.58,27.96,33.81,46.34,66.38,51120,58150,70320,96380,138070,,
TX,12420,"Austin-Round Rock, TX",19-2043,Hydrologists,,180,11.6,0.231,4.251,32.18,66940,5,21.27,25.29,29.5,36.09,45.82,44240,52610,61350,75060,95300,,
TX,12420,"Austin-Round Rock, TX",19-2099,"Physical Scientists, All Other",,240,45.7,0.31,1.595,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,12420,"Austin-Round Rock, TX",19-3011,Economists,,170,30,0.217,2.082,57.91,120440,23.2,19.21,21.41,34.06,#,#,39950,44530,70840,#,#,,
TX,12420,"Austin-Round Rock, TX",19-3022,Survey Researchers,,230,46.1,0.307,2.186,15.53,32310,8.4,9.14,10.76,13.47,15.83,23.96,19000,22370,28010,32920,49830,,
TX,12420,"Austin-Round Rock, TX",19-3031,"Clinical, Counseling, and School Psychologists",,620,15.5,0.816,1.03,26.96,56090,7.2,15.17,20.15,24.7,28.61,35.63,31540,41910,51370,59510,74110,,
TX,12420,"Austin-Round Rock, TX",19-3039,"Psychologists, All Other",,30,14.6,0.042,0.499,40.76,84770,2.5,29.87,39.16,41.97,48.51,51.14,62130,81440,87290,100910,106360,,
TX,12420,"Austin-Round Rock, TX",19-3051,Urban and Regional Planners,,310,3.8,0.413,1.352,26.97,56100,2.5,18.69,21.25,25.68,31.3,36.2,38880,44190,53420,65100,75290,,
TX,12420,"Austin-Round Rock, TX",19-3091,Anthropologists and Archeologists,,140,41.7,0.179,4.459,23.51,48900,1.4,14.65,17.3,21.53,27.25,35.82,30480,35990,44780,56690,74510,,
TX,12420,"Austin-Round Rock, TX",19-3093,Historians,,90,38.7,0.12,4.592,24.13,50180,1.9,15.99,18.87,22.31,28.08,36.33,33260,39240,46410,58410,75560,,
TX,12420,"Austin-Round Rock, TX",19-3094,Political Scientists,,**,**,**,**,37.84,78710,11.4,16.82,28.93,37.2,44.91,55.19,34980,60180,77380,93420,114800,,
TX,12420,"Austin-Round Rock, TX",19-4021,Biological Technicians,,590,17,0.777,1.354,17.45,36300,4.5,10.11,12.41,15.26,21.04,27.4,21020,25810,31740,43760,56990,,
TX,12420,"Austin-Round Rock, TX",19-4031,Chemical Technicians,,360,20.7,0.478,1.022,21.95,45650,4.5,13.2,16.8,20.24,27.48,32.26,27450,34950,42090,57160,67100,,
TX,12420,"Austin-Round Rock, TX",19-4041,Geological and Petroleum Technicians,,250,39.1,0.324,3.038,22.04,45830,8.9,12.59,15.09,19.05,26.64,34.57,26180,31380,39610,55410,71900,,
TX,12420,"Austin-Round Rock, TX",19-4061,Social Science Research Assistants,,270,38.8,0.352,1.732,19.96,41510,2.8,12.66,16.16,19.77,22.72,28.02,26340,33600,41120,47260,58290,,
TX,12420,"Austin-Round Rock, TX",19-4091,"Environmental Science and Protection Technicians, Including Health",,270,23.4,0.351,1.566,19.4,40350,4.5,13.23,15.44,17.96,22.44,28.2,27510,32120,37360,46680,58650,,
TX,12420,"Austin-Round Rock, TX",19-4099,"Life, Physical, and Social Science Technicians, All Other",,310,28.8,0.408,0.937,19.06,39650,5.1,12.46,13.67,16.35,23.21,30.25,25910,28420,34010,48280,62930,,
TX,12420,"Austin-Round Rock, TX",21-0000,Community and Social Service Occupations,major,9050,7.2,11.915,0.797,19.98,41560,2.2,12.77,15.41,18.31,23.86,29.63,26560,32060,38080,49630,61640,,
TX,12420,"Austin-Round Rock, TX",21-1011,Substance Abuse and Behavioral Disorder Counselors,,310,20.4,0.409,0.667,17.36,36100,3.8,11.13,14.26,16.9,20.41,24.7,23160,29660,35160,42460,51370,,
TX,12420,"Austin-Round Rock, TX",21-1012,"Educational, Guidance, School, and Vocational Counselors",,2020,15.6,2.655,1.367,24.13,50190,3.1,15.36,19.25,24.52,29.05,33.74,31940,40050,50990,60430,70190,,
TX,12420,"Austin-Round Rock, TX",21-1013,Marriage and Family Therapists,,60,48.4,0.08,0.308,24.71,51400,4.8,16.57,18.88,22.08,30.64,37.33,34470,39270,45930,63730,77650,,
TX,12420,"Austin-Round Rock, TX",21-1014,Mental Health Counselors,,400,28,0.524,0.604,19.08,39680,5.1,12.87,15.26,17.58,22.69,28.86,26760,31740,36570,47200,60020,,
TX,12420,"Austin-Round Rock, TX",21-1015,Rehabilitation Counselors,,450,27.7,0.597,0.681,19.02,39570,2.8,13.56,15.69,18.99,22.15,26,28190,32630,39490,46080,54090,,
TX,12420,"Austin-Round Rock, TX",21-1019,"Counselors, All Other",,320,9.9,0.415,1.874,26.62,55370,2.1,18.24,22.72,26.13,30.23,34.83,37940,47260,54350,62880,72440,,
TX,12420,"Austin-Round Rock, TX",21-1021,"Child, Family, and School Social Workers",,2120,26,2.789,1.284,18.46,38410,2.3,14.96,16.14,17.64,19.62,23.61,31110,33580,36690,40810,49110,,
TX,12420,"Austin-Round Rock, TX",21-1022,Healthcare Social Workers,,360,11.7,0.471,0.418,21.2,44110,3.5,13.59,15.76,20.91,25.84,30.31,28270,32790,43490,53750,63040,,
TX,12420,"Austin-Round Rock, TX",21-1023,Mental Health and Substance Abuse Social Workers,,400,37,0.525,0.556,16.44,34190,5,11.88,12.96,15.13,19.02,22.56,24720,26970,31460,39560,46920,,
TX,12420,"Austin-Round Rock, TX",21-1029,"Social Workers, All Other",,270,31.5,0.357,0.649,16.19,33670,6,10.13,12.76,14.18,17.02,27.6,21070,26540,29490,35400,57410,,
TX,12420,"Austin-Round Rock, TX",21-1091,Health Educators,,250,15,0.329,0.719,27.26,56700,4.9,16.45,18.98,24.93,35.04,42.97,34210,39480,51850,72870,89370,,
TX,12420,"Austin-Round Rock, TX",21-1092,Probation Officers and Correctional Treatment Specialists,,220,21.8,0.283,0.4,18.18,37820,1.8,15.06,15.96,17.5,19.9,22.7,31320,33210,36400,41390,47220,,
TX,12420,"Austin-Round Rock, TX",21-1093,Social and Human Service Assistants,,1310,7,1.729,0.615,15.67,32600,3.2,11.23,12.7,14.74,17.71,21.3,23370,26420,30650,36830,44310,,
TX,12420,"Austin-Round Rock, TX",21-1798,"Community and Social Service Specialists, All Other*",,410,12.9,0.544,0.617,18.67,38840,2.9,12.65,14.48,18.04,21.29,26.85,26310,30120,37530,44280,55840,,
TX,12420,"Austin-Round Rock, TX",21-2011,Clergy,,100,20.7,0.127,0.377,23.62,49130,4,16.29,20.47,24.05,26.48,28.5,33880,42570,50030,55080,59280,,
TX,12420,"Austin-Round Rock, TX",21-2021,"Directors, Religious Activities and Education",,**,**,**,**,29.79,61960,5.9,12.89,17.36,32.18,39.56,43.38,26820,36110,66940,82290,90220,,
TX,12420,"Austin-Round Rock, TX",23-0000,Legal Occupations,major,7070,6,9.301,1.191,38.38,79830,4.9,14.26,20.82,30.96,45.38,75.01,29660,43300,64390,94380,156030,,
TX,12420,"Austin-Round Rock, TX",23-1011,Lawyers,,4150,8.6,5.467,1.238,47.92,99670,7.1,18.73,29.16,40.97,55.97,#,38970,60660,85220,116410,#,,
TX,12420,"Austin-Round Rock, TX",23-1012,Judicial Law Clerks,,200,7,0.268,1.354,19.4,40340,9.4,12.19,13.41,15.73,20.33,27.39,25350,27890,32710,42290,56980,,
TX,12420,"Austin-Round Rock, TX",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",,130,5.1,0.174,1.545,44.67,92900,3.1,23.97,34.67,42.95,53.61,70.07,49860,72120,89330,111510,145740,,
TX,12420,"Austin-Round Rock, TX",23-1022,"Arbitrators, Mediators, and Conciliators",,40,6.7,0.049,0.9,21.66,45060,2.2,16.6,18.95,20.88,22.82,29.42,34530,39410,43440,47470,61190,,
TX,12420,"Austin-Round Rock, TX",23-1023,"Judges, Magistrate Judges, and Magistrates",,90,10.3,0.119,0.584,50.32,104660,4.9,25.68,36.08,58.36,65.57,70.1,53410,75040,121380,136380,145810,,
TX,12420,"Austin-Round Rock, TX",23-2011,Paralegals and Legal Assistants*,,1480,13.2,1.946,0.998,22.6,47010,3.6,14.81,17.26,21.25,26.98,33.24,30800,35900,44190,56120,69140,,
TX,12420,"Austin-Round Rock, TX",23-2093,"Title Examiners, Abstractors, and Searchers",,550,26.1,0.719,1.81,23.87,49650,11.7,11.73,15.11,21.64,29.45,39.25,24390,31430,45010,61260,81640,,
TX,12420,"Austin-Round Rock, TX",23-2099,"Legal Support Workers, All Other",,400,44.4,0.523,1.577,24.52,51010,4.7,16.94,22.78,24.99,27.25,28.62,35240,47370,51970,56690,59520,,
TX,12420,"Austin-Round Rock, TX",25-0000,"Education, Training, and Library Occupations",major,52550,4.5,69.156,1.039,26.43,54970,7.9,10.86,17.91,23.16,28.79,43.55,22590,37260,48170,59890,90580,,
TX,12420,"Austin-Round Rock, TX",25-1011,"Business Teachers, Postsecondary",,750,23.4,0.982,1.579,*,148080,11.6,*,*,*,*,*,63660,86530,129170,#,#,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1021,"Computer Science Teachers, Postsecondary",,230,12.4,0.298,1.145,*,107410,11.3,*,*,*,*,*,54040,70210,91830,144800,#,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1042,"Biological Science Teachers, Postsecondary",,450,34.9,0.59,1.375,*,107770,4.8,*,*,*,*,*,54550,68520,100550,130410,#,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1052,"Chemistry Teachers, Postsecondary",,190,11.4,0.247,1.484,*,112450,6.8,*,*,*,*,*,48430,61680,101430,149650,#,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1054,"Physics Teachers, Postsecondary",,170,35.2,0.228,2.147,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1061,"Anthropology and Archeology Teachers, Postsecondary",,110,33,0.139,3.018,*,99900,4.3,*,*,*,*,*,63400,81200,93820,117580,140850,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1064,"Geography Teachers, Postsecondary",,90,39.9,0.115,3.438,*,91070,5.6,*,*,*,*,*,53410,64950,85710,109340,149070,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1065,"Political Science Teachers, Postsecondary",,290,37.5,0.386,3.079,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1066,"Psychology Teachers, Postsecondary",,220,7,0.292,1.08,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1081,"Education Teachers, Postsecondary",,**,**,**,**,*,91270,4.9,*,*,*,*,*,48660,66550,88960,114250,145030,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1121,"Art, Drama, and Music Teachers, Postsecondary",,870,13.9,1.151,1.684,*,80380,5.1,*,*,*,*,*,40460,54290,77120,101190,126160,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1122,"Communications Teachers, Postsecondary",,410,11,0.544,2.419,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1123,"English Language and Literature Teachers, Postsecondary",,500,6.6,0.652,1.186,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1124,"Foreign Language and Literature Teachers, Postsecondary",,510,33.7,0.667,3.017,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1125,"History Teachers, Postsecondary",,260,7.9,0.344,1.882,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1126,"Philosophy and Religion Teachers, Postsecondary",,**,**,**,**,*,105210,8.1,*,*,*,*,*,47100,68020,98780,131760,152580,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,**,**,**,**,*,60560,3,*,*,*,*,*,31760,43510,59870,74150,91470,TRUE,
TX,12420,"Austin-Round Rock, TX",25-1194,"Vocational Education Teachers, Postsecondary",,1100,13.3,1.448,1.53,27.66,57540,11,12.52,16.77,23.44,30.56,48.22,26040,34890,48760,63560,100300,,
TX,12420,"Austin-Round Rock, TX",25-1199,"Postsecondary Teachers, All Other",,**,**,**,**,*,74180,22.4,*,*,*,*,*,35890,41730,52150,73610,154310,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2011,"Preschool Teachers, Except Special Education",,2370,9.2,3.112,1.071,13.08,27200,6.2,8.46,9.72,11.62,14.16,22.15,17600,20210,24170,29440,46080,,
TX,12420,"Austin-Round Rock, TX",25-2012,"Kindergarten Teachers, Except Special Education",,1070,4.3,1.404,1.03,*,47400,1.6,*,*,*,*,*,38900,41710,46310,53690,59650,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2021,"Elementary School Teachers, Except Special Education",,11160,2.7,14.691,1.257,*,49590,2.4,*,*,*,*,*,39460,43110,49330,56650,62890,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,5540,2.5,7.291,1.415,*,49930,2.2,*,*,*,*,*,39810,43270,49210,56470,62400,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2023,"Career/Technical Education Teachers, Middle School",,50,10.1,0.065,0.566,*,48020,3,*,*,*,*,*,33280,41680,48470,55300,60740,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,6870,2.7,9.038,1.091,*,51410,2.6,*,*,*,*,*,39520,43640,50650,58240,67960,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2032,"Career/Technical Education Teachers, Secondary School",,490,6,0.647,0.897,*,49310,1.1,*,*,*,*,*,39340,42610,47920,56260,63650,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",,1320,3.3,1.73,0.969,*,47500,1.5,*,*,*,*,*,38900,41780,46360,53810,59680,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2053,"Special Education Teachers, Middle School",,490,4.2,0.65,0.822,*,47310,1.4,*,*,*,*,*,38990,41740,46130,53260,59500,TRUE,
TX,12420,"Austin-Round Rock, TX",25-2054,"Special Education Teachers, Secondary School",,510,5,0.671,0.603,*,48550,2.2,*,*,*,*,*,37400,41580,47100,55610,63730,TRUE,
TX,12420,"Austin-Round Rock, TX",25-3021,Self-Enrichment Education Teachers,,650,37.7,0.857,0.677,19.64,40840,9.1,10.12,12.32,15.42,26.85,35.52,21060,25620,32080,55850,73880,,
TX,12420,"Austin-Round Rock, TX",25-3999,"Teachers and Instructors, All Other*",,3470,7.8,4.565,0.817,*,29080,5.3,*,*,*,*,*,17390,20650,24720,30400,52120,TRUE,
TX,12420,"Austin-Round Rock, TX",25-4011,Archivists,,40,36.8,0.053,1.339,25.94,53950,13,18.74,19.95,22.16,34.19,39.7,38980,41500,46090,71110,82570,,
TX,12420,"Austin-Round Rock, TX",25-4012,Curators,,70,31.2,0.095,1.145,28.63,59550,8,14.89,20.02,25.93,33.49,44.48,30980,41640,53930,69660,92520,,
TX,12420,"Austin-Round Rock, TX",25-4013,Museum Technicians and Conservators,,70,30.3,0.097,1.187,18.24,37950,3,12.54,14.69,17.15,21.22,26.46,26090,30560,35670,44140,55040,,
TX,12420,"Austin-Round Rock, TX",25-4021,Librarians,,1070,14.1,1.41,1.209,26.59,55310,1.8,19.98,22.85,26.25,30.25,34.5,41550,47540,54610,62930,71770,,
TX,12420,"Austin-Round Rock, TX",25-4031,Library Technicians,,280,21,0.366,0.426,12.91,26860,4.3,8.22,9.6,12.66,15.63,18.33,17100,19960,26340,32520,38120,,
TX,12420,"Austin-Round Rock, TX",25-9011,Audio-Visual and Multimedia Collections Specialists,,80,13.4,0.11,1.806,22.98,47810,8.5,10.35,16.7,24.83,29.08,33.68,21530,34730,51660,60480,70050,,
TX,12420,"Austin-Round Rock, TX",25-9031,Instructional Coordinators,,1100,9.3,1.449,1.43,29.1,60530,2.5,18.66,24.25,28.73,34.44,40.91,38820,50440,59770,71640,85100,,
TX,12420,"Austin-Round Rock, TX",25-9041,Teacher Assistants,,5390,3.9,7.097,0.722,*,24340,3.5,*,*,*,*,*,16780,19180,23530,28670,34040,TRUE,
TX,12420,"Austin-Round Rock, TX",25-9099,"Education, Training, and Library Workers, All Other",,**,**,**,**,31.46,65440,1.7,20.45,23.37,28.09,39.89,48.52,42550,48620,58420,82980,100930,,
TX,12420,"Austin-Round Rock, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,13490,6.9,17.752,1.314,25.26,52540,2.4,10.68,15.46,21.76,30.5,42.28,22210,32150,45270,63440,87950,,
TX,12420,"Austin-Round Rock, TX",27-1011,Art Directors,,310,17.2,0.407,1.741,38.19,79430,9,16.67,24.18,34.32,43.97,64.93,34670,50290,71390,91460,135060,,
TX,12420,"Austin-Round Rock, TX",27-1012,Craft Artists,,70,38.8,0.09,2.389,29.2,60730,19.3,9.12,12.76,18.72,25.55,#,18970,26550,38930,53150,#,,
